Matrix Object
vehicle_type: Road
value_type: Person Trips
time_period: Inter_peak
purpose: OB_HBO
level: 4
zone_count: 120
matrix_sum: 103367.0
interzonal_sum: 100890.0
intrazonal_sum: 2477.0
Comments:
Imported matrix from C:\Users\UKTMB001\Documents\Python Scripts\MND\20200220 - Deliverable 1 Matrices\D1_Weekday_OB_HBO_Road.csv
MND Raw Data
reference,index,x_coord,y_coord,area_ref,msoa,sector,cordon_inner,cordon_outer,Internal,Unnamed: 9,o_total,d_total,intrazonal
1031,39,635720,312415,Broadland 014,E02005533,14,outside,outside,True,1031,1277.0,455.0,10.0
1032,40,626485,309865,Broadland 015,E02005534,14,inside,inside,True,1032,729.0,311.0,1.0
1033,41,627178,309109,Broadland 016,E02005535,14,outside,inside,True,1033,625.0,871.0,6.0
1034,42,635061,306298,Broadland 017,E02005536,14,outside,outside,True,1034,799.0,927.0,19.0
1035,43,642604,306812,Broadland 018,E02005537,14,outside,outside,True,1035,738.0,374.0,22.0
1036,44,648713,317534,Great Yarmouth 001,E02005538,7,outside,outside,False,1036,1122.0,363.0,1.0
1037,45,644892,314015,Great Yarmouth 002,E02005539,7,outside,outside,False,1037,862.0,545.0,14.0
1038,46,651250,311760,Great Yarmouth 003,E02005540,7,outside,outside,False,1038,713.0,307.0,5.0
1039,47,652799,309688,Great Yarmouth 004,E02005541,7,outside,outside,False,1039,348.0,280.0,1.0
1040,48,650284,308151,Great Yarmouth 005,E02005542,7,outside,outside,False,1040,457.0,1158.0,4.0
1041,49,652980,306021,Great Yarmouth 006,E02005543,7,outside,outside,False,1041,485.0,883.0,0.0
1042,50,651693,306612,Great Yarmouth 007,E02005544,7,outside,outside,False,1042,406.0,1221.0,1.0
1043,51,650505,305618,Great Yarmouth 008,E02005545,7,outside,outside,False,1043,413.0,837.0,0.0
1044,52,652042,304597,Great Yarmouth 009,E02005546,7,outside,outside,False,1044,508.0,385.0,0.0
1045,53,652457,302774,Great Yarmouth 010,E02005547,7,outside,outside,False,1045,755.0,706.0,3.0
1046,54,651940,303126,Great Yarmouth 011,E02005548,7,outside,outside,False,1046,423.0,1307.0,0.0
1047,55,647821,302416,Great Yarmouth 012,E02005549,7,outside,outside,False,1047,582.0,157.0,2.0
1048,56,651436,301705,Great Yarmouth 013,E02005550,7,outside,outside,False,1048,516.0,241.0,1.0
1049,57,570465,341482,Kings Lynn and West Norfolk 001,E02005551,5,outside,outside,False,1049,494.0,595.0,1.0
1050,58,580688,336370,Kings Lynn and West Norfolk 002,E02005552,5,outside,outside,False,1050,887.0,833.0,102.0
1051,59,570025,335026,Kings Lynn and West Norfolk 003,E02005553,5,outside,outside,False,1051,929.0,598.0,9.0
1052,60,572682,326324,Kings Lynn and West Norfolk 004,E02005554,5,outside,outside,False,1052,985.0,522.0,11.0
1053,61,563735,324937,Kings Lynn and West Norfolk 005,E02005555,5,outside,outside,False,1053,592.0,340.0,13.0
1054,62,564729,321846,Kings Lynn and West Norfolk 006,E02005556,5,outside,outside,False,1054,518.0,266.0,3.0
1055,63,561922,321750,Kings Lynn and West Norfolk 007,E02005557,5,outside,outside,False,1055,307.0,643.0,0.0
1056,64,556132,321469,Kings Lynn and West Norfolk 008,E02005558,5,outside,outside,False,1056,742.0,321.0,12.0
1057,65,563299,320193,Kings Lynn and West Norfolk 009,E02005559,5,outside,outside,False,1057,415.0,1566.0,3.0
1058,66,564661,320442,Kings Lynn and West Norfolk 010,E02005560,5,outside,outside,False,1058,514.0,1193.0,6.0
1059,67,561633,317831,Kings Lynn and West Norfolk 011,E02005561,5,outside,outside,False,1059,657.0,2810.0,36.0
1060,68,573368,317955,Kings Lynn and West Norfolk 012,E02005562,5,outside,outside,False,1060,662.0,527.0,26.0
1061,69,550917,312485,Kings Lynn and West Norfolk 013,E02005563,5,outside,outside,False,1061,746.0,537.0,46.0
1062,70,566425,311599,Kings Lynn and West Norfolk 014,E02005564,5,outside,outside,False,1062,948.0,859.0,62.0
1063,71,557541,312565,Kings Lynn and West Norfolk 015,E02005565,5,outside,outside,False,1063,1029.0,278.0,3.0
1064,72,553591,300835,Kings Lynn and West Norfolk 016,E02005566,5,outside,outside,False,1064,1219.0,425.0,29.0
1065,73,561283,303253,Kings Lynn and West Norfolk 017,E02005567,5,outside,outside,False,1065,931.0,703.0,0.0
1066,74,564795,301112,Kings Lynn and West Norfolk 018,E02005568,5,outside,outside,False,1066,793.0,411.0,19.0
1067,75,569160,292552,Kings Lynn and West Norfolk 019,E02005569,5,outside,outside,False,1067,1036.0,546.0,39.0
1068,76,615592,342767,North Norfolk 001,E02005570,6,outside,outside,False,1068,806.0,510.0,1.0
1069,77,597939,340705,North Norfolk 002,E02005571,6,outside,outside,False,1069,680.0,445.0,9.0
1070,78,621818,341439,North Norfolk 003,E02005572,6,outside,outside,False,1070,648.0,1215.0,0.0
1071,79,608334,341412,North Norfolk 004,E02005573,6,outside,outside,False,1071,697.0,786.0,10.0
1072,80,622614,338597,North Norfolk 005,E02005574,6,outside,outside,False,1072,738.0,511.0,21.0
1073,81,615411,334871,North Norfolk 006,E02005575,6,outside,outside,False,1073,834.0,648.0,24.0
1074,82,629482,334125,North Norfolk 007,E02005576,6,outside,outside,False,1074,716.0,343.0,12.0
1075,83,601678,331682,North Norfolk 008,E02005577,6,outside,outside,False,1075,689.0,332.0,13.0
1076,84,590809,331494,North Norfolk 009,E02005578,6,outside,outside,False,1076,655.0,523.0,38.0
1077,85,628087,329936,North Norfolk 010,E02005579,6,outside,outside,False,1077,1286.0,958.0,8.0
1078,86,592947,330792,North Norfolk 011,E02005580,6,outside,outside,False,1078,605.0,1250.0,1.0
1079,87,630176,327066,North Norfolk 012,E02005581,6,outside,outside,False,1079,1162.0,638.0,35.0
1080,88,639916,325857,North Norfolk 013,E02005582,6,outside,outside,False,1080,742.0,550.0,22.0
1081,89,637561,320196,North Norfolk 014,E02005583,6,outside,outside,False,1081,1197.0,880.0,32.0
1082,90,622530,312336,Norwich 001,E02005584,15,inside,inside,True,1082,868.0,2296.0,19.0
1083,91,621588,310431,Norwich 002,E02005585,15,inside,inside,True,1083,725.0,956.0,2.0
1084,92,623371,310192,Norwich 003,E02005586,15,inside,inside,True,1084,595.0,727.0,0.0
1085,93,625208,309908,Norwich 004,E02005587,15,inside,inside,True,1085,821.0,649.0,1.0
1086,94,618176,309206,Norwich 005,E02005588,16,inside,inside,True,1086,1135.0,1083.0,2.0
1087,95,620346,309492,Norwich 006,E02005589,16,inside,inside,True,1087,898.0,932.0,24.0
1088,96,622651,308965,Norwich 007,E02005590,16,inside,inside,True,1088,577.0,7234.0,6.0
1089,97,621627,308335,Norwich 009,E02005592,16,inside,inside,True,1089,513.0,457.0,7.0
1090,98,619793,307934,Norwich 010,E02005593,16,inside,inside,True,1090,971.0,1930.0,8.0
1091,99,622475,307519,Norwich 011,E02005594,16,inside,inside,True,1091,582.0,1377.0,2.0
1092,100,620958,306433,Norwich 012,E02005595,16,inside,inside,True,1092,615.0,430.0,1.0
1093,101,623031,306264,Norwich 013,E02005596,16,inside,inside,True,1093,703.0,1415.0,3.0
1094,102,617067,311478,South Norfolk 001,E02005597,10,outside,inside,True,1094,1461.0,686.0,25.0
1095,103,614745,307501,South Norfolk 002,E02005598,10,outside,inside,True,1095,1035.0,2053.0,63.0
1096,104,615956,304810,South Norfolk 003,E02005599,10,outside,outside,True,1096,630.0,308.0,0.0
1097,105,605926,303457,South Norfolk 004,E02005600,10,outside,outside,True,1097,757.0,569.0,13.0
1098,106,610647,303767,South Norfolk 005,E02005601,10,outside,outside,True,1098,572.0,488.0,1.0
1099,107,627829,300965,South Norfolk 006,E02005602,12,outside,outside,True,1099,1409.0,854.0,19.0
1100,108,611218,299466,South Norfolk 007,E02005603,10,outside,outside,True,1100,1031.0,1178.0,18.0
1101,109,633383,302263,South Norfolk 008,E02005604,12,outside,outside,True,1101,1069.0,517.0,10.0
1102,110,620230,299441,South Norfolk 009,E02005605,11,outside,outside,True,1102,1290.0,645.0,17.0
1103,111,642360,295991,South Norfolk 010,E02005606,12,outside,outside,True,1103,707.0,408.0,7.0
1104,112,615044,292954,South Norfolk 011,E02005607,11,outside,outside,True,1104,1336.0,685.0,47.0
1105,113,627971,291422,South Norfolk 012,E02005608,12,outside,outside,True,1105,976.0,443.0,26.0
1106,114,622437,285846,South Norfolk 013,E02005609,11,outside,outside,True,1106,816.0,482.0,5.0
1107,115,614493,283644,South Norfolk 014,E02005610,11,outside,outside,True,1107,856.0,499.0,42.0
1108,116,611217,280524,South Norfolk 015,E02005611,11,outside,outside,True,1108,870.0,1659.0,7.0
1109,117,650646,297503,Waveney 001,,3,outside,outside,False,1109,669.0,357.0,8.0
1110,118,624070,308050,Norwich 014,E02006907,16,inside,inside,True,1110,410.0,3007.0,0.0
1111,119,624417,308899,Norwich 015,E02006908,15,inside,inside,True,1111,359.0,456.0,0.0
