link_id,length_m,road_type
4000000013302551A,304.7218243,Slip Road
4000000013307296A,150.4837669,Mainline
4000000013321276A,162.8780099,Slip Road
4000000013451937A,474.5999337,Mainline
4000000013671032A,169.5510282,Slip Road
4000000013771920A,358.370008,Mainline
4000000013772925A,297.1934361,Mainline
5000005118724824B,20.33103482,At grade SRN A Road
5000005179091768A,62.85249384,At grade SRN A Road
5000005179484444A,78.54576664,Traffic Island Link At Junction
5000005196357926A,13.14918416,Mainline
5000005199692138A,548.6276738,Mainline at junction
5000005200179353A,550.2182607,Mainline at junction
5000005200179364A,85.77790798,Mainline
5000005205758933A,24.32964798,Roundabout
5000005207776747A,13.52807045,At grade SRN A Road
5000005220362941A,33.06622399,Mainline
5000005221812383A,8.570472194,At grade SRN A Road
5000005221812385A,7.282350706,At grade SRN A Road
5000005221975603A,87.58201089,Slip Road
5000005221975604A,82.54799862,Mainline
5000005221975665A,145.4960266,Slip Road
5000005221975666A,53.72632247,Slip Road
5000005222179159A,115.0249711,Mainline
5000005222179160A,69.46022672,Slip Road
5000005222179161A,96.02935799,Mainline
5000005222179162A,143.4557562,Slip Road
5000005222188403A,23.89415554,Slip Road
5000005222188404A,148.5672673,Mainline
5000005222381707A,770.2077558,Mainline
5000005222500382A,322.6096361,Mainline
5000005222500383A,312.9989745,Mainline
5000005222636308A,375.215265,Mainline
5000005223398753A,166.5280562,Mainline
5000005223398754A,163.2238112,Mainline
5000005223432847A,713.8764098,Mainline
5000005223432848A,727.9806624,Mainline
5000005223452482A,512.2152191,At grade SRN A Road
5000005223536642A,25.32645638,Mainline
5000005223617704A,222.8705928,Mainline
5000005223644447A,467.4769839,Mainline
5000005223644812A,45.18858723,Mainline
5000005223644814A,140.80136,Mainline
5000005223644817A,34.33904426,Mainline
5000005223668592A,308.9091671,Mainline
5000005223769518A,598.8920625,Mainline
5000005223769519A,683.2492975,Mainline
5000005223777077A,65.61890828,Slip Road
5000005223777079A,64.95450799,Mainline
5000005223792133A,244.1532322,Mainline
5000005223792136A,241.8515956,Mainline
5000005223824837A,289.6680342,Mainline
5000005223936593A,160.3712344,Mainline
5000005223936594A,183.5579438,Slip Road
5000005224047528A,311.1922595,Mainline
5000005224097016A,44.49435085,Mainline
5000005224293643A,924.5807249,Mainline
5000005224359536A,255.7018824,Mainline
4000000006884036A,263.8816438,At grade SRN A Road
4000000006884037A,136.695371,At grade SRN A Road
4000000006884044A,52.34372171,At grade SRN A Road
4000000007102711A,2043.271503,At grade SRN A Road
4000000007106934A,89.97793319,At grade SRN A Road
4000000007112008A,20.69554015,Roundabout
4000000007112729A,24.92937305,At grade SRN A Road
4000000007198536A,8.046511904,Traffic Island Link At Junction
4000000009205812A,2775.902605,Mainline
4000000009205994A,1046.753755,Mainline
4000000009268657A,22.10128224,Roundabout
4000000009270571A,44.25976796,At grade SRN A Road
4000000009280620A,103.1363921,At grade SRN A Road
4000000009284380A,7.810236874,At grade SRN A Road
4000000009284486A,51.2621317,At grade SRN A Road
4000000009321714A,91.21182018,Mainline
4000000009342409A,164.0089279,Mainline
4000000009357151A,90.60280989,Mainline
4000000009405536A,339.2871441,At grade SRN A Road
4000000009703372A,306.8030047,At grade SRN A Road
4000000013254126A,483.2826599,Slip Road
4000000013254366A,118.7914489,Slip Road
4000000013282503A,20.04972224,Mainline
5000005101938525A,17.49702177,Slip Road
5000005104039983A,457.0679047,Mainline
5000005131737392A,37.72060827,Roundabout
5000005186807522A,201.0979751,Mainline
5000005195656895A,1111.633807,Mainline
5000005196617243A,14.81562157,At grade SRN A Road
5000005196617262A,18.99300396,At grade SRN A Road
5000005196910807A,16.57036065,At grade SRN A Road
5000005199692124A,542.8428208,Mainline at junction
5000005199692146A,631.9142232,Mainline
5000005199692147A,297.7323609,Mainline
5000005199773710A,952.3774057,Mainline
5000005200192976A,740.7690511,Mainline
5000005205758778A,214.2010015,Mainline
4000000007198539A,9.257178898,Traffic Island Link At Junction
4000000009271383A,236.3495923,At grade SRN A Road
4000000009281519A,72.43730586,At grade SRN A Road
4000000009336718A,119.6474532,Mainline
4000000009406047A,65.81575119,Roundabout
5000005131737389A,39.72020481,Roundabout
5000005131737396A,27.58869677,Roundabout
5000005199773714A,538.1824397,Mainline
5000005224510761A,177.017957,Mainline
5000005224522662A,53.00114278,Mainline
5000005224522701A,47.93104437,Mainline
5000005224642139A,186.7963098,Slip Road
5000005224642141A,184.4939534,Mainline
5000005224642142A,486.402185,Mainline
5000005224642143A,203.718316,Mainline
5000005224642144A,355.4987216,Mainline
5000005224681546A,458.4091905,Mainline
5000005226462222A,56.0508221,At grade SRN A Road
4000000009284488A,39.92221406,At grade SRN A Road
4000000013254350A,355.7489539,Mainline
4000000013288667A,562.9397434,Slip Road
4000000013288672A,227.3373498,Mainline
4000000006883770A,421.8293488,At grade SRN A Road
4000000006883773A,91.47219847,At grade SRN A Road
4000000007106291A,974.7163513,Mainline
4000000007106927A,728.4059154,At grade SRN A Road
4000000007106938A,39.45219219,At grade SRN A Road
4000000007106944A,83.90821449,At grade SRN A Road
4000000007106945A,37.02332392,At grade SRN A Road
4000000007129459A,66.37005349,Slip Road
4000000007181542A,320.1142411,At grade SRN A Road
4000000007181959A,595.0611337,Mainline
4000000007197022A,90.84597937,At grade SRN A Road
4000000007197025A,34.29579004,At grade SRN A Road
4000000007198534A,17.91760602,Traffic Island Link
4000000009205244A,2908.506623,Mainline
4000000009205393A,944.4334325,At grade SRN A Road
4000000009205843A,1606.964503,Mainline
4000000009209143A,491.5460158,Mainline
4000000009268644A,61.35085778,At grade SRN A Road
4000000009270556A,155.8893228,At grade SRN A Road
4000000009270579A,32.63875276,Roundabout
4000000009279558A,64.8878705,At grade SRN A Road
4000000009279857A,53.84873356,At grade SRN A Road
4000000009280654A,21.83228023,At grade SRN A Road
4000000009281505A,167.4114288,At grade SRN A Road
4000000009281518A,70.78998626,At grade SRN A Road
4000000009282389A,139.4544594,At grade SRN A Road
4000000009282398A,134.788267,At grade SRN A Road
4000000009282565A,38.26238967,Roundabout
4000000009283761A,1101.337101,At grade SRN A Road
4000000009284274A,932.7280466,At grade SRN A Road
4000000009284277A,39.47322644,At grade SRN A Road
4000000009284475A,765.9623886,At grade SRN A Road
4000000009336706A,245.0510016,Mainline
4000000009336708A,232.1158429,Mainline
4000000009336717A,119.9309905,Mainline
4000000009405797A,230.251546,Mainline
4000000009406038A,80.5478827,Roundabout
4000000009406048A,51.3670178,Roundabout
4000000009406049A,72.99644265,Roundabout
4000000009406053A,15.88301497,Roundabout
4000000009406055A,14.86600821,Roundabout
4000000009406056A,9.519628919,Roundabout
4000000009406059A,8.40581219,Roundabout
4000000009497767A,82.62051404,At grade SRN A Road
4000000009622130A,16.35883778,At grade SRN A Road
4000000009703379B,126.6961913,At grade SRN A Road
4000000009703380A,192.3180183,At grade SRN A Road
4000000009706573A,912.1701826,At grade SRN A Road
4000000009744541A,10.70711467,At grade SRN A Road
4000000013232163A,831.9185281,Mainline
4000000013254355A,268.1826922,Slip Road
4000000013268670A,923.3958785,Mainline
4000000013282476A,162.1416017,Mainline
4000000013288661A,1092.701171,Mainline
4000000013288662A,481.2301055,Mainline
4000000013288669A,487.912863,Mainline
4000000013288673A,205.5792666,Mainline
4000000013288677A,47.52667599,Mainline
4000000013288678A,296.4224215,Slip Road
4000000013288679A,121.8123407,Mainline
4000000013288692A,894.3401414,Mainline
4000000013299986A,86.91588338,Mainline
4000000013301420A,99.72546616,Mainline
5000005114738256A,186.4966749,At grade SRN A Road
5000005121675100A,24.46540779,At grade SRN A Road
5000005127280308A,14.43405605,At grade SRN A Road
5000005131737397A,7.872186423,Roundabout
5000005195656897A,1330.536713,Mainline
5000005199692111A,295.5513649,Mainline
5000005199692115A,626.6923837,Mainline
5000005199692116A,1283.04284,Mainline
5000005199773697A,1139.332476,Mainline
5000005199773699A,181.8373552,Mainline
5000005199773715A,532.9300148,Mainline
5000005203796770A,23.93667712,At grade SRN A Road
5000005207776740A,17.35225346,At grade SRN A Road
4000000006883771A,80.41068711,At grade SRN A Road
4000000007106935A,45.17202989,At grade SRN A Road
4000000007106957A,30.00006644,At grade SRN A Road
4000000007126039A,459.6396678,Mainline
4000000007193273A,125.2633985,Mainline
4000000009205996A,1054.253635,Mainline
4000000009405821A,12.66524722,Roundabout
4000000009406013A,280.1671599,Slip Road
4000000013288663A,538.3877007,Mainline
4000000013288680A,41.59730231,Mainline
4000000013305944A,478.4527136,Slip Road
5000005131737388A,44.1195219,At grade SRN A Road
5000005131737391A,5.829480841,Roundabout
5000005131737395A,35.01861513,Roundabout
5000005196910826A,13.45727787,At grade SRN A Road
5000005199692136A,558.9740409,Mainline
4000000013773273B,52.81124481,Roundabout
4000000013275014B,398.0544887,Slip Road
4000000013528791B,77.76456703,Mainline at junction
4000000013314540B,12.64923714,Mainline
4000000013314506B,216.8966463,Mainline
4000000013314544B,5.230602414,Mainline
4000000013314501B,39.53695157,Slip Road
4000000013314504B,212.8563542,Mainline
4000000013314511B,315.4456993,Mainline
4000000013314521B,198.7720858,Slip Road
4000000013314535B,49.04760447,Mainline
4000000009384629B,373.1288947,Mainline
4000000013314510B,274.422583,Slip Road
4000000013314531B,158.0861633,Slip Road
4000000009384631B,288.2968237,Slip Road
4000000013314509B,273.5529358,Slip Road
4000000013314525B,120.0357097,Mainline
4000000009401350B,430.3489683,Mainline at junction
4000000013314522B,283.7876842,Mainline
4000000013314537B,42.48488911,Mainline
4000000013136039B,386.172601,Slip Road
4000000013314529B,112.2357597,Mainline
4000000009387992B,274.7709048,Slip Road
4000000013314545B,4.911984896,Mainline
4000000013314520B,96.63337138,Mainline
4000000013809582B,12.40837197,Mainline at junction
4000000013544896B,9.018132516,Slip Road
4000000013314503B,220.778012,Slip Road
4000000013314519B,174.757473,Slip Road
4000000013275037B,139.996905,Slip Road
4000000013307297B,284.9847396,Slip Road
4000000013314513B,141.3136671,Mainline
4000000013314528B,98.50542671,Mainline
4000000013314541B,43.50162265,Mainline
4000000013307300B,173.2850875,Slip Road
5000005109805845B,24.64012588,At grade SRN A Road
4000000009384627B,394.1575277,Slip Road
4000000009401356B,66.82463171,Roundabout
4000000009401358B,13.69165872,Roundabout
4000000009401359B,20.28161776,Roundabout
4000000009401362B,11.06225775,Roundabout
4000000013275011B,37.09693937,Mainline at junction
4000000013275036B,111.2837021,Mainline at junction
4000000013316642B,23.65365811,Slip Road
5000005111085639B,1.883578937,Mainline
5000005111085640B,3.05695162,Mainline
5000005203962535B,48.70466541,Mainline
4000000013139759B,628.0768528,Slip Road
4000000013134356B,57.18324401,Mainline
4000000013314517B,165.5731169,Mainline
4000000013528774B,183.0534605,Mainline at junction
4000000009401351B,48.69651105,Roundabout
4000000009380905B,383.1560105,Mainline
4000000009380908B,110.3140223,Mainline
4000000009384625B,578.8625132,Mainline
4000000009387985B,928.1506848,Mainline
4000000009387986B,911.8281862,Mainline
4000000009387987B,468.8680969,Mainline
4000000009387990B,437.8202299,Mainline
4000000009387991B,268.9298372,Mainline
4000000009387993B,409.4604865,Mainline
4000000009387996B,125.6462344,Mainline
4000000009389406B,1144.243522,Mainline
4000000009401330B,626.8782566,Mainline at junction
4000000009401353B,52.92889587,Roundabout
4000000009401360B,17.80421299,Roundabout
4000000009579550B,143.6745311,Mainline
4000000009579551B,287.3373674,Mainline
4000000013048055B,1845.643158,Mainline
4000000013136037B,511.501916,Mainline
4000000013139750B,301.0150419,Mainline
4000000013139758B,606.191388,Mainline
4000000013275027B,131.6647887,Mainline at junction
4000000013275044B,55.58372096,Mainline
4000000013307298B,277.195713,Mainline
4000000013307305B,68.44320656,Mainline
4000000013307306B,35.3840303,Mainline
4000000013307309B,10.63028692,Mainline
4000000006884002B,853.2740077,At grade SRN A Road
4000000006884015B,47.79830634,At grade SRN A Road
4000000006884017B,43.67936507,At grade SRN A Road
4000000006884027B,33.49894982,At grade SRN A Road
4000000006884038B,209.2770872,At grade SRN A Road
4000000006884039B,168.4242064,At grade SRN A Road
4000000006884742B,298.8673972,At grade SRN A Road
4000000006884744B,317.7016405,At grade SRN A Road
4000000006884750B,68.91559326,At grade SRN A Road
4000000006884757B,71.20001786,At grade SRN A Road
4000000006884763B,22.2022747,At grade SRN A Road
4000000006885292B,127.652416,At grade SRN A Road
4000000006910282B,183.0265775,At grade SRN A Road
4000000006910283B,120.2873253,At grade SRN A Road
4000000006913649B,55.57603268,Roundabout
4000000006913653B,11.7389778,Roundabout
4000000006913655B,19.7542881,Roundabout
4000000006913656B,28.3821675,Roundabout
4000000006913657B,14.81625363,Roundabout
4000000006914427B,10.37118956,Roundabout
4000000007102604B,2535.081215,At grade SRN A Road
4000000007102619B,2786.243269,Mainline
4000000007102662B,1821.844129,Mainline
4000000007102663B,1803.009617,Mainline
4000000007102672B,1523.617265,Mainline
4000000007102679B,3048.767185,Mainline
4000000007102896B,1224.332543,At grade SRN A Road
4000000007102899B,1543.642068,At grade SRN A Road
4000000007102947B,1273.374547,At grade SRN A Road
4000000007102955B,1569.182158,At grade SRN A Road
4000000007103124B,1769.69796,Mainline
4000000007103142B,1824.158427,Mainline
4000000007103230B,1383.634419,Mainline
4000000007103460B,1819.782722,Mainline
4000000007103461B,2128.396305,Mainline
4000000007103462B,2127.798358,Mainline
4000000007103467B,1561.240932,Mainline
4000000007103477B,2409.738235,Mainline
4000000007103523B,1976.207679,Mainline
4000000007103525B,1158.714438,Mainline
4000000007103532B,881.6865188,At grade SRN A Road
4000000007103537B,1052.174978,Mainline
4000000007103539B,1598.837126,Mainline
4000000007103594B,1360.332964,Mainline
4000000007103595B,1325.687693,Mainline
4000000007103608B,1602.911249,Mainline
4000000007104594B,276.028843,At grade SRN A Road
4000000007104595B,535.0329473,At grade SRN A Road
4000000007104598B,242.7086575,At grade SRN A Road
4000000007104599B,188.4853781,At grade SRN A Road
4000000007104601B,20.01022459,Roundabout
4000000007104602B,49.73839227,At grade SRN A Road
4000000007104605B,27.27494799,Roundabout
4000000007104607B,21.88495732,At grade SRN A Road
4000000007104613B,23.17588244,Roundabout
4000000007104614B,17.26620441,Roundabout
4000000007104617B,15.86678766,Roundabout
4000000007106296B,1079.224741,Mainline
4000000007106346B,694.9604021,Mainline
4000000007106348B,386.102623,Mainline
4000000007106350B,292.5051816,Slip Road
4000000007106354B,223.2891503,Mainline
4000000007106355B,144.7822047,Slip Road
4000000007106362B,10.89385981,Slip Road
4000000007106363B,9.486801358,Slip Road
4000000007106364B,12.64901577,Mainline
4000000007106366B,11.88716016,Slip Road
4000000007106928B,93.87428252,At grade SRN A Road
4000000007107012B,828.1118882,At grade SRN A Road
4000000007107013B,335.1619194,At grade SRN A Road
4000000007107014B,203.3397291,At grade SRN A Road
4000000007107016B,135.0279348,At grade SRN A Road
4000000007107018B,129.8080429,At grade SRN A Road
4000000007107021B,127.806036,At grade SRN A Road
4000000007107253B,104.448025,At grade SRN A Road
4000000007108340B,386.9318754,At grade SRN A Road
4000000007108359B,186.6829208,At grade SRN A Road
4000000007108361B,90.03615727,At grade SRN A Road
4000000007108362B,87.69135877,At grade SRN A Road
4000000007108363B,72.81237744,At grade SRN A Road
4000000007108365B,39.49189501,Roundabout
4000000007108368B,40.17267846,At grade SRN A Road
4000000007108369B,17.06217015,Roundabout
4000000007108371B,19.06207093,Roundabout
4000000007108375B,35.38377737,At grade SRN A Road
4000000007108376B,14.0355691,Roundabout
4000000007108538B,41.62952078,At grade SRN A Road
4000000007109047B,809.2775587,At grade SRN A Road
4000000007109051B,399.4781787,At grade SRN A Road
4000000007109259B,134.5696992,At grade SRN A Road
4000000007109261B,2026.974714,At grade SRN A Road
4000000007109269B,397.0761886,At grade SRN A Road
4000000007109271B,183.3702453,At grade SRN A Road
4000000007109906B,42.55791822,At grade SRN A Road
4000000007109908B,25.75996102,Roundabout
4000000007109915B,28.3019421,Roundabout
4000000007109918B,22.83142784,Roundabout
4000000007109919B,19.41449875,Roundabout
4000000007109921B,12.03823743,Roundabout
4000000007109923B,15.00671392,Roundabout
4000000007110007B,97.08339794,At grade SRN A Road
4000000007110197B,1120.374369,At grade SRN A Road
4000000007110701B,828.9068623,At grade SRN A Road
4000000007110755B,50.46727903,At grade SRN A Road
4000000007110784B,1001.330773,At grade SRN A Road
4000000007110785B,381.5630249,At grade SRN A Road
4000000007110786B,32.77045056,At grade SRN A Road
4000000007110787B,18.02724606,At grade SRN A Road
4000000007111518B,749.7211332,At grade SRN A Road
4000000007111522B,164.4269911,At grade SRN A Road
4000000007111945B,457.1217887,At grade SRN A Road
4000000007111953B,299.9112012,Slip Road
4000000007111954B,165.7825369,At grade SRN A Road
4000000007111965B,148.0835722,At grade SRN A Road
4000000007111966B,220.7888635,At grade SRN A Road
4000000007111976B,120.0775705,At grade SRN A Road
4000000007111983B,60.28859795,At grade SRN A Road
4000000007111991B,105.7524821,At grade SRN A Road
4000000007112135B,106.6720398,At grade SRN A Road
4000000007112136B,129.5970207,At grade SRN A Road
4000000007112137B,22.38716483,At grade SRN A Road
4000000007112240B,916.6871829,At grade SRN A Road
4000000007112241B,119.1660424,At grade SRN A Road
4000000007112286B,658.8328153,At grade SRN A Road
4000000007112293B,56.08311467,At grade SRN A Road
4000000007112417B,211.8174764,At grade SRN A Road
4000000007112625B,952.9622032,At grade SRN A Road
4000000007112626B,155.9513499,At grade SRN A Road
4000000007112627B,142.0476934,At grade SRN A Road
4000000007112638B,401.7517868,At grade SRN A Road
4000000007112640B,94.65402076,At grade SRN A Road
4000000007112643B,34.48474353,At grade SRN A Road
4000000007112726B,587.1451782,At grade SRN A Road
4000000007112727B,124.0233276,At grade SRN A Road
4000000007112728B,762.7179469,At grade SRN A Road
4000000007112778B,251.1895031,At grade SRN A Road
4000000007112782B,25.45364845,At grade SRN A Road
4000000007116192B,165.6062415,Mainline
4000000007117613B,1004.494121,Mainline
4000000007117615B,688.5930936,Mainline
4000000007117750B,270.3344078,Mainline
4000000007117752B,263.9899614,Mainline
4000000007119870B,794.2086063,Mainline
4000000007121232B,274.1224346,Slip Road
4000000007121233B,257.7005055,Mainline
4000000007121237B,365.5036428,Mainline
4000000007121239B,379.2188736,Slip Road
4000000007121242B,64.62897957,Mainline
4000000007125523B,895.7193827,Mainline
4000000007125554B,990.7514887,Mainline
4000000007125555B,282.7958864,Slip Road
4000000007125563B,268.0249105,Mainline
4000000007125576B,327.7924535,Slip Road
4000000007126040B,112.9438719,Mainline
4000000007126045B,293.5326457,Slip Road
4000000007129290B,909.8724799,Mainline
4000000007129452B,438.0100181,Mainline
4000000007129456B,417.3948391,Mainline
4000000007129713B,1536.748488,Mainline
4000000007129714B,1532.778893,Mainline
4000000007130231B,435.8653897,At grade SRN A Road
4000000007130234B,377.8006465,At grade SRN A Road
4000000007130235B,380.7830271,At grade SRN A Road
4000000007130236B,451.266507,At grade SRN A Road
4000000007130237B,451.1758691,At grade SRN A Road
4000000007130239B,563.4848772,At grade SRN A Road
4000000007130345B,383.2317688,Slip Road
4000000007130347B,384.0375716,Mainline
4000000007130351B,293.7132112,Mainline
4000000007130360B,532.7113621,At grade SRN A Road
4000000007130362B,585.7960059,At grade SRN A Road
4000000007130366B,24.94615153,Roundabout
4000000007130374B,23.94745966,Roundabout
4000000007130375B,17.96036528,Roundabout
4000000007130377B,18.95795595,Roundabout
4000000007130401B,59.839252,Roundabout
4000000007130403B,69.8686285,Roundabout
4000000007130404B,52.90015112,Roundabout
4000000007130413B,32.75614752,Mainline at junction
4000000007130414B,18.43894791,Roundabout
4000000007130715B,1829.256896,Mainline
4000000007131073B,623.8266998,Mainline
4000000007131099B,190.7368179,Mainline
4000000007131330B,1270.853572,Mainline
4000000007131331B,406.7737575,Mainline
4000000007131332B,44.04492708,Mainline
4000000007131818B,595.694109,Mainline
4000000007131822B,299.7236007,Mainline
4000000007131902B,692.2154444,Mainline
4000000007131903B,570.5684533,Mainline
4000000007131906B,72.89806763,Mainline
4000000007131943B,814.1597385,Mainline
4000000007131945B,5.177498335,Mainline
4000000007132057B,582.8354024,Mainline
4000000007132060B,350.842082,Mainline
4000000007132854B,618.5905934,Mainline
4000000007132855B,479.4143117,Mainline
4000000007132856B,672.3939745,Mainline
4000000007132858B,213.0682771,Mainline
4000000007132962B,257.2532422,Mainline
4000000007133061B,262.4132092,Mainline
4000000007133063B,305.8686189,Mainline
4000000007133064B,289.9622945,Slip Road
4000000007133066B,218.0493058,Slip Road
4000000007133088B,568.5979957,Mainline
4000000007133089B,144.0942045,Mainline
4000000007133153B,1313.239604,Mainline
4000000007133154B,989.4426612,Mainline
4000000007133155B,884.5063174,Mainline
4000000007133159B,254.1106191,Mainline
4000000007133160B,130.3351499,Mainline
4000000007133161B,129.3137837,Mainline
4000000007133277B,719.7061026,Mainline
4000000007133278B,529.3644432,Mainline
4000000007133695B,445.9060007,Slip Road
4000000007133696B,431.2401019,Mainline
4000000007133699B,300.5744447,Mainline
4000000007133700B,310.0124936,Slip Road
4000000007133702B,119.2375014,Mainline
4000000007134060B,1144.513659,Mainline
4000000007134064B,371.2124958,Mainline
4000000007134066B,545.1371184,Mainline
4000000007134159B,737.5998908,Mainline
4000000007150394B,19.48486849,Roundabout
4000000007150395B,19.48445756,Roundabout
4000000007150403B,14.61369249,Roundabout
4000000007150404B,45.08693807,At grade SRN A Road
4000000007154782B,1064.536226,At grade SRN A Road
4000000007154784B,1096.636139,At grade SRN A Road
4000000007154790B,22.52379528,Roundabout
4000000007154792B,20.84681478,Roundabout
4000000007154795B,13.56564976,Roundabout
4000000007158294B,241.6036472,Mainline
4000000007161500B,84.8432237,At grade SRN A Road
4000000007165251B,478.3167551,At grade SRN A Road
4000000007165535B,1935.585602,Mainline
4000000007168408B,391.934828,At grade SRN A Road
4000000007169736B,307.8887207,Mainline
4000000007169737B,29.48052524,Mainline
4000000007169738B,317.9338122,Mainline
4000000007171094B,19.7148275,Roundabout
4000000007172061B,87.24044089,Mainline
4000000007175677B,278.5920691,At grade SRN A Road
4000000007176953B,113.1716291,At grade SRN A Road
4000000007178128B,14.78525006,Roundabout
4000000007178130B,14.78604979,Roundabout
4000000007178132B,14.7855012,Roundabout
4000000007179007B,56.28151939,Slip Road
4000000007179012B,12.01748446,Roundabout
4000000007179777B,42.98482654,At grade SRN A Road
4000000007179779B,26.09433028,At grade SRN A Road
4000000007179786B,22.243813,At grade SRN A Road
4000000007179789B,21.55990815,At grade SRN A Road
4000000007179795B,34.38379391,At grade SRN A Road
4000000007180015B,272.5444175,Mainline
4000000007181967B,153.0708931,Mainline
4000000007181977B,313.5986472,Mainline
4000000007185040B,316.1104466,Mainline
4000000007185193B,136.7255795,At grade SRN A Road
4000000007186126B,357.0445278,Mainline
4000000007189862B,1880.481532,Mainline
4000000007189869B,267.2819983,Mainline
4000000007189967B,384.406649,At grade SRN A Road
4000000007189975B,22.53060059,Roundabout
4000000007189978B,14.64542604,Roundabout
4000000007189979B,24.40961571,Roundabout
4000000007189983B,38.59337438,Roundabout
4000000007189984B,24.12194997,Roundabout
4000000007189985B,24.12061762,Roundabout
4000000007189987B,19.52781268,Roundabout
4000000007189988B,9.763065955,Roundabout
4000000007189989B,19.29615644,Roundabout
4000000007190119B,14.64606757,Roundabout
4000000007190306B,168.9559048,At grade SRN A Road
4000000007190307B,102.3476565,At grade SRN A Road
4000000007194368B,473.569884,At grade SRN A Road
4000000007198531B,51.16235649,Mainline
4000000009205297B,1054.434117,Mainline
4000000009205305B,1338.08197,Mainline
4000000009205309B,1530.848142,Mainline
4000000009205557B,1529.061849,Mainline
4000000009205563B,1304.982974,Mainline
4000000009205565B,1475.388433,Mainline
4000000009205566B,1543.618435,Mainline
4000000009205607B,1364.37132,Mainline
4000000009205620B,1395.526013,Mainline
4000000009205622B,1677.713942,Mainline
4000000009205636B,1001.06059,Mainline
4000000009205640B,2094.038171,Mainline
4000000009205643B,1817.14701,Mainline
4000000009205644B,1838.803147,Mainline
4000000009205673B,2576.685647,Mainline
4000000009205680B,1497.522052,Mainline
4000000009205705B,860.8543633,Mainline at junction
4000000009205800B,1708.786135,Mainline
4000000009205811B,897.1153998,Mainline
4000000009205842B,1602.973632,Mainline
4000000009205855B,1392.291687,Mainline
4000000009205856B,1389.416152,Mainline
4000000009205858B,1379.568195,Mainline
4000000009205952B,1739.583375,Mainline
4000000009207081B,145.3308312,Mainline
4000000009208359B,696.2388121,Mainline
4000000009209406B,813.9215189,Mainline
4000000009209407B,521.7851315,Mainline
4000000009209889B,532.7667893,Slip Road
4000000009209893B,123.6990911,Mainline
4000000009209895B,416.9366806,Mainline
4000000009209896B,414.9686932,Mainline
4000000009209897B,1436.306043,Mainline
4000000009209898B,1403.60587,Mainline
4000000009209902B,321.9543004,Slip Road
4000000009209904B,293.7668223,Mainline
4000000009209906B,267.1598245,Mainline
4000000009209907B,289.1593806,Slip Road
4000000009209908B,118.1849534,Mainline
4000000009210322B,1254.068545,Mainline
4000000009210323B,414.2608133,Mainline
4000000009210327B,244.8170235,Slip Road
4000000009210335B,117.4344822,Slip Road
4000000009210336B,14.31768836,Mainline
4000000009211698B,450.5272733,Mainline
4000000009211699B,469.1972524,Mainline
4000000009211703B,237.9747818,Mainline
4000000009211705B,178.3675274,Mainline
4000000009211707B,488.9118742,Mainline
4000000009211711B,1045.944187,Mainline
4000000009212483B,1539.406543,Mainline
4000000009212487B,581.4007959,Slip Road
4000000009212489B,496.8460822,Mainline at junction
4000000009212492B,488.1231723,Slip Road
4000000009212495B,557.3677051,Slip Road
4000000009212499B,136.9384486,Mainline at junction
4000000009212507B,124.0505962,Mainline at junction
4000000009212514B,14.06015892,Mainline at junction
4000000009212516B,15.68069954,Roundabout
4000000009221434B,279.8595851,Slip Road
4000000009221435B,255.5319364,Mainline
4000000009221437B,271.3883599,Mainline
4000000009221442B,120.1694604,Mainline
4000000009222878B,806.4766179,Slip Road
4000000009222883B,724.2613404,Slip Road
4000000009222889B,431.7632966,Slip Road
4000000009222892B,359.3434694,Mainline
4000000009222893B,167.3223815,Slip Road
4000000009222898B,222.1772824,Mainline
4000000009222903B,114.6066641,Slip Road
4000000009222904B,79.37722841,Slip Road
4000000009222905B,67.1327479,Mainline
4000000009222908B,39.21913655,Mainline
4000000009222911B,165.5071091,Mainline
4000000009222914B,69.15781685,Mainline
4000000009222916B,61.79581055,Slip Road
4000000009222921B,19.23981464,Slip Road
4000000009222926B,14.31768836,Slip Road
4000000009222927B,12.16544286,Mainline
4000000009222928B,12.16542642,Mainline
4000000009223935B,673.2005642,Mainline
4000000009223937B,1045.047408,Mainline
4000000009225736B,440.2245521,Mainline
4000000009225738B,383.5028445,Mainline
4000000009225744B,68.06631628,Mainline
4000000009225754B,475.46919,Mainline
4000000009225757B,231.4201645,Mainline
4000000009225759B,181.0924054,Slip Road
4000000009225760B,173.098791,Mainline
4000000009225761B,252.5988661,Mainline
4000000009225762B,66.93008095,Mainline
4000000009225763B,90.04581687,Slip Road
4000000009229731B,11.70476826,Mainline
4000000009230126B,413.4437898,Mainline
4000000009230137B,31.9356297,Slip Road
4000000009230145B,351.457791,Slip Road
4000000009230151B,232.9023969,Slip Road
4000000009230152B,182.7959635,Mainline
4000000009230157B,93.33809512,Slip Road
4000000009230159B,61.05507369,Roundabout
4000000009230162B,77.12791621,Mainline
4000000009230163B,91.38758044,Slip Road
4000000009230164B,79.05745676,Mainline
4000000009230173B,59.08603321,Mainline
4000000009230174B,60.12769121,Mainline
4000000009230176B,46.77995158,Roundabout
4000000009230177B,54.10992765,Roundabout
4000000009230179B,51.44987312,Roundabout
4000000009230180B,45.25750822,Roundabout
4000000009230181B,64.4826527,Slip Road
4000000009230182B,47.03539293,Roundabout
4000000009230184B,51.59414322,Roundabout
4000000009230185B,52.92779102,Roundabout
4000000009230188B,27.97363434,Roundabout
