link_id,length_m,road_type
4000000009230192B,25.34712627,Roundabout
4000000009230194B,18.86944245,Roundabout
4000000009230195B,14.99994,Roundabout
4000000009230197B,19.41643119,Roundabout
4000000009230199B,30.83608216,Roundabout
4000000009235238B,351.709992,Slip Road
4000000009235242B,81.15835239,Slip Road
4000000009235253B,8.485352085,Mainline
4000000009235254B,7.071138523,Mainline
4000000009235262B,406.8458219,Mainline
4000000009235268B,74.67014401,Slip Road
4000000009235269B,45.43167368,Slip Road
4000000009236118B,29.20580422,Slip Road
4000000009236121B,692.2747768,Mainline
4000000009236123B,532.4396787,Mainline
4000000009236124B,527.2793011,Mainline
4000000009236125B,396.7852213,Slip Road
4000000009236126B,422.2947657,Slip Road
4000000009236128B,275.3031335,Slip Road
4000000009236137B,9.055175318,Mainline
4000000009236138B,4.242499266,Mainline
4000000009236153B,128.9121203,At grade SRN A Road
4000000009236162B,72.95622856,At grade SRN A Road
4000000009236164B,134.6327573,At grade SRN A Road
4000000009236180B,34.82827587,At grade SRN A Road
4000000009236197B,20.40831594,At grade SRN A Road
4000000009236199B,41.72550299,At grade SRN A Road
4000000009236202B,45.3355139,At grade SRN A Road
4000000009236216B,10.8310319,At grade SRN A Road
4000000009236222B,12.80631094,At grade SRN A Road
4000000009236423B,204.3191111,Mainline at junction
4000000009237640B,847.1975286,Mainline
4000000009237641B,529.5428507,Mainline
4000000009237642B,416.933669,Mainline
4000000009237647B,320.5810659,Slip Road
4000000009237648B,336.031214,Mainline
4000000009237652B,148.5257491,Mainline
4000000009237653B,150.0471731,Slip Road
4000000009237659B,126.9301636,Mainline
4000000009237664B,28.601092,Slip Road
4000000009237668B,6.975182608,Mainline
4000000009237669B,7.211019346,Mainline
4000000009237670B,3.343065958,Mainline
4000000009237671B,2.393057667,Mainline
4000000009239633B,106.2970479,At grade SRN A Road
4000000009239635B,63.66190633,At grade SRN A Road
4000000009239642B,48.1461708,At grade SRN A Road
4000000009239646B,13.92846007,At grade SRN A Road
4000000009239649B,233.3232092,At grade SRN A Road
4000000009239655B,234.8624768,At grade SRN A Road
4000000009239656B,296.8158651,At grade SRN A Road
4000000009239659B,63.24141236,At grade SRN A Road
4000000009239663B,218.9739468,At grade SRN A Road
4000000009239680B,112.428831,At grade SRN A Road
4000000009239819B,157.4595435,At grade SRN A Road
4000000009267298B,438.9807531,Mainline
4000000009267299B,456.3620512,Slip Road
4000000009267302B,422.3797848,Slip Road
4000000009267306B,612.5999358,At grade SRN A Road
4000000009267307B,638.8807296,At grade SRN A Road
4000000009267309B,420.5570211,At grade SRN A Road
4000000009267310B,444.3155067,At grade SRN A Road
4000000009267315B,35.83793722,At grade SRN A Road
4000000009267498B,16.13243537,At grade SRN A Road
4000000009268529B,7.353419831,At grade SRN A Road
4000000009268641B,56.25037279,At grade SRN A Road
4000000009268645B,47.30073033,At grade SRN A Road
4000000009270236B,510.2347555,At grade SRN A Road
4000000009270237B,87.25878758,At grade SRN A Road
4000000009271966B,17.09475559,At grade SRN A Road
4000000009271980B,50.76172864,At grade SRN A Road
4000000009279537B,739.1326469,At grade SRN A Road
4000000009279538B,777.6673213,At grade SRN A Road
4000000009279540B,389.2536879,At grade SRN A Road
4000000009279548B,86.84476797,At grade SRN A Road
4000000009279553B,74.76354999,At grade SRN A Road
4000000009279570B,4.123081373,Roundabout
4000000009279571B,6.359173603,Roundabout
4000000009279845B,230.2829979,At grade SRN A Road
4000000009279846B,139.7939141,At grade SRN A Road
4000000009279847B,92.38210747,At grade SRN A Road
4000000009279848B,79.39494618,At grade SRN A Road
4000000009279852B,388.7949675,At grade SRN A Road
4000000009279853B,398.3379409,At grade SRN A Road
4000000009279855B,51.82515555,At grade SRN A Road
4000000009279859B,52.27650496,At grade SRN A Road
4000000009280603B,549.8250502,At grade SRN A Road
4000000009280610B,288.0474181,At grade SRN A Road
4000000009280617B,62.57369027,At grade SRN A Road
4000000009280630B,45.06217781,At grade SRN A Road
4000000009280631B,47.52910434,At grade SRN A Road
4000000009280632B,55.93150971,At grade SRN A Road
4000000009280636B,32.45588732,At grade SRN A Road
4000000009280650B,71.14448333,At grade SRN A Road
4000000009280651B,38.5107669,At grade SRN A Road
4000000009280652B,26.55016631,At grade SRN A Road
4000000009280653B,26.65296155,At grade SRN A Road
4000000009280674B,5.538144709,At grade SRN A Road
4000000009280676B,54.73725296,At grade SRN A Road
4000000009281314B,124.6873292,At grade SRN A Road
4000000009281316B,188.8650213,At grade SRN A Road
4000000009281319B,10.70820393,Roundabout
4000000009281498B,219.9961238,At grade SRN A Road
4000000009281499B,223.4960548,At grade SRN A Road
4000000009281500B,73.39968701,At grade SRN A Road
4000000009281501B,68.97308287,At grade SRN A Road
4000000009281503B,123.1750753,At grade SRN A Road
4000000009281504B,544.8683667,At grade SRN A Road
4000000009281506B,514.6318327,At grade SRN A Road
4000000009281509B,386.481434,At grade SRN A Road
4000000009281510B,370.925448,At grade SRN A Road
4000000009281513B,159.1685323,At grade SRN A Road
4000000009281515B,91.79613217,At grade SRN A Road
4000000009282390B,194.3070482,At grade SRN A Road
4000000009282392B,225.4286356,At grade SRN A Road
4000000009282394B,279.7654776,At grade SRN A Road
4000000009282555B,1582.889796,At grade SRN A Road
4000000009282557B,953.4604064,At grade SRN A Road
4000000009284262B,17.12622938,At grade SRN A Road
4000000009284263B,573.6282811,At grade SRN A Road
4000000009284264B,651.5763725,At grade SRN A Road
4000000009284265B,639.3324332,At grade SRN A Road
4000000009284266B,115.9047696,At grade SRN A Road
4000000009284269B,183.5625629,At grade SRN A Road
4000000009284275B,29.11638978,At grade SRN A Road
4000000009284276B,91.78620162,At grade SRN A Road
4000000009284379B,668.3866751,At grade SRN A Road
4000000009284381B,45.21183764,At grade SRN A Road
4000000009284476B,767.5487108,At grade SRN A Road
4000000009284478B,427.2434416,At grade SRN A Road
4000000009284481B,99.71257425,At grade SRN A Road
4000000009284484B,67.50897367,At grade SRN A Road
4000000009284493B,14.90118631,Roundabout
4000000009284495B,14.90069505,Roundabout
4000000009284628B,650.4399868,At grade SRN A Road
4000000009284701B,410.6917514,At grade SRN A Road
4000000009284702B,260.0726783,At grade SRN A Road
4000000009284704B,142.3763418,At grade SRN A Road
4000000009284707B,48.46508536,At grade SRN A Road
4000000009289717B,381.9836506,Slip Road
4000000009289718B,350.4748928,Mainline
4000000009289719B,322.2700129,Mainline
4000000009289721B,281.5034073,Slip Road
4000000009289722B,273.8097251,Mainline
4000000009289727B,188.06702,Mainline
4000000009289728B,98.20447613,Mainline
4000000009290772B,384.7540285,Mainline
4000000009290776B,34.23784225,Mainline
4000000009291253B,470.3098038,Mainline
4000000009293026B,304.1399901,Slip Road
4000000009293027B,347.7016242,Mainline
4000000009293029B,275.8542782,Slip Road
4000000009293032B,262.9846692,Slip Road
4000000009293033B,67.23231741,Slip Road
4000000009293034B,119.5776027,Mainline
4000000009293037B,61.86035253,Slip Road
4000000009293399B,664.692551,Mainline
4000000009293405B,483.4668973,Mainline
4000000009294128B,858.8225622,Mainline
4000000009294134B,932.5643086,Mainline
4000000009294621B,289.8832358,Mainline
4000000009294622B,295.1559838,Slip Road
4000000009294624B,136.3488451,Mainline
4000000009294626B,263.9456996,Mainline
4000000009294628B,270.5762035,Mainline
4000000009299548B,971.8649028,Mainline
4000000009299550B,696.2269047,Mainline
4000000009299552B,548.0583922,Mainline
4000000009299554B,413.4056419,Mainline
4000000009299655B,326.5517523,Mainline
4000000009302273B,1103.900657,Mainline
4000000009302986B,697.5410752,Mainline
4000000009302988B,620.4719924,Mainline
4000000009304629B,495.0424298,Slip Road
4000000009304635B,417.0583454,Slip Road
4000000009304636B,290.478946,Slip Road
4000000009304641B,347.4840707,Mainline at junction
4000000009304644B,266.7414404,Mainline
4000000009304646B,329.1126223,Slip Road
4000000009304648B,345.0199035,Mainline
4000000009304650B,313.722988,Mainline
4000000009304654B,346.4621354,Mainline
4000000009304656B,182.4987391,Slip Road
4000000009304657B,275.7994982,Mainline
4000000009304659B,90.44415638,Mainline
4000000009304662B,348.0871447,Slip Road
4000000009304677B,67.64512338,Slip Road
4000000009304679B,84.92681283,Slip Road
4000000009304682B,126.4478755,Slip Road
4000000009304686B,77.1773393,Mainline
4000000009304689B,79.24191694,Mainline
4000000009304694B,357.6185215,Mainline
4000000009304698B,22.13588038,Mainline
4000000009304700B,24.75841272,Mainline
4000000009308907B,570.5024997,Mainline
4000000009308908B,603.2155167,Mainline
4000000009308910B,581.2536451,Mainline
4000000009308911B,447.8374223,Mainline
4000000009308912B,201.0076119,Mainline
4000000009308918B,25.49529337,Mainline
4000000009313922B,1318.289053,Mainline
4000000009315563B,838.3597687,Mainline
4000000009315567B,457.7316998,Mainline
4000000009315574B,379.6450896,Slip Road
4000000009315575B,349.8859928,Slip Road
4000000009315577B,122.6066833,Mainline
4000000009316318B,756.6974054,Mainline
4000000009316319B,752.378674,Mainline
4000000009316321B,1376.290543,Mainline
4000000009316329B,397.8977268,Slip Road
4000000009316331B,462.8069246,Mainline
4000000009316333B,369.4622801,Slip Road
4000000009316339B,223.09006,Mainline
4000000009316341B,115.0167023,Mainline
4000000009316344B,81.1516399,Roundabout
4000000009316349B,102.0265492,Mainline
4000000009316350B,101.0253802,Mainline
4000000009316359B,270.5837945,Mainline
4000000009316365B,17.9999,Mainline
4000000009316367B,17.9999,Mainline
4000000009316739B,319.0168967,Slip Road
4000000009316740B,364.3507198,Mainline
4000000009316743B,401.1409897,Slip Road
4000000009316746B,338.5657963,Slip Road
4000000009316747B,91.10521968,Mainline
4000000009316748B,90.10601343,Mainline
4000000009318175B,931.0560378,Mainline
4000000009318181B,478.6716951,Slip Road
4000000009318185B,187.5787495,Mainline
4000000009320056B,1013.376956,Mainline
4000000009320057B,1008.168357,Mainline
4000000009320058B,363.8445747,Mainline
4000000009320059B,424.0985948,Mainline
4000000009320392B,374.5641601,Slip Road
4000000009320393B,447.2464678,Mainline
4000000009320394B,632.0688989,Mainline
4000000009320395B,383.2274538,Mainline
4000000009320399B,147.0017728,Slip Road
4000000009320402B,136.9311225,Slip Road
4000000009321712B,616.0223216,Slip Road
4000000009334332B,733.7993557,Mainline
4000000009334334B,324.3559156,Mainline
4000000009334338B,901.019221,Mainline
4000000009340769B,329.8044537,Mainline
4000000009340770B,417.4805892,Slip Road
4000000009341066B,340.7598612,Slip Road
4000000009342397B,578.2523923,Mainline at junction
4000000009342403B,369.8171589,Slip Road
4000000009342404B,347.7706379,Mainline
4000000009342414B,90.86607581,Mainline
4000000009342415B,81.42670707,Mainline
4000000009342421B,22.43999797,Roundabout
4000000009344336B,68.62016005,Roundabout
4000000009344337B,7.071166807,Roundabout
4000000009344350B,10.19803903,Mainline
4000000009345312B,668.364503,Mainline
4000000009345319B,108.658047,Mainline
4000000009345324B,671.4990364,Mainline
4000000009345329B,171.8167629,At grade SRN A Road
4000000009345331B,108.530991,Slip Road
4000000009345345B,206.0206661,At grade SRN A Road
4000000009347371B,804.9449303,Mainline
4000000009347372B,799.8921546,Mainline
4000000009347384B,10.40382761,Mainline
4000000009347387B,5.38507196,Mainline
4000000009348296B,628.2818804,Slip Road
4000000009348297B,445.2884449,Mainline
4000000009348298B,588.5651483,Mainline
4000000009348303B,220.396176,Slip Road
4000000009348304B,247.7728447,Mainline
4000000009348305B,120.9919619,Mainline
4000000009348307B,10.53963118,Mainline
4000000009354399B,441.8835206,Slip Road
4000000009354400B,468.5919867,Mainline
4000000009354419B,80.65296648,Mainline
4000000009355222B,832.6902039,Mainline
4000000009355228B,330.8959108,Slip Road
4000000009355229B,364.8110227,Mainline
4000000009355231B,373.9896932,Mainline
4000000009355232B,370.8351906,Mainline
4000000009355306B,33.25872991,Mainline
4000000009357146B,265.9454626,Slip Road
4000000009359611B,1268.313921,Slip Road
4000000009359615B,649.6385884,Slip Road
4000000009359625B,43.02924041,Slip Road
4000000009360279B,430.3772309,Slip Road
4000000009362729B,741.0697461,Mainline
4000000009362744B,59.08578682,Mainline
4000000009362753B,43.32404414,Mainline
4000000009363316B,431.9871746,Mainline
4000000009363318B,435.2017618,Slip Road
4000000009363319B,460.6896257,Mainline
4000000009363320B,300.8453196,Mainline
4000000009363325B,154.3670885,Slip Road
4000000009363326B,232.9234806,Mainline
4000000009363374B,46.52126007,Mainline
4000000009367533B,730.0211562,Mainline
4000000009367535B,831.7697338,Mainline
4000000009367537B,830.9720424,Mainline
4000000009368580B,319.8605603,Slip Road
4000000009368600B,189.8069067,Mainline
4000000009368610B,41.70960114,Mainline
4000000009368611B,19.77579717,Mainline
4000000009369639B,575.449576,Mainline
4000000009370519B,664.745785,Mainline
4000000009370521B,341.2404209,Mainline
4000000009370523B,285.343859,Mainline
4000000009370524B,218.6942979,Mainline
4000000009370525B,217.4093198,Mainline
4000000009370528B,32.87307098,Mainline
4000000009370911B,1073.952727,Mainline
4000000009370912B,676.78575,Mainline
4000000009370913B,441.485809,Mainline
4000000009371081B,542.2319368,Mainline
4000000009373315B,307.6980967,Mainline
4000000009373567B,638.5128544,Mainline
4000000009373569B,522.3268251,Mainline
4000000009373571B,720.7231065,Mainline
4000000009373573B,35.48276435,Mainline
4000000009373784B,980.1546229,Mainline
4000000009373791B,283.4802188,Slip Road
4000000009373792B,144.9220645,Slip Road
4000000009373798B,249.0214781,Mainline
4000000009373799B,8.216894646,Mainline
4000000009373801B,14.03088523,Mainline
4000000009373802B,18.63648289,Slip Road
4000000009373804B,847.43714,Mainline
4000000009373806B,856.9686563,Mainline
4000000009375778B,501.8399668,Mainline
4000000009375779B,788.3213226,Mainline
4000000009375785B,228.0479698,Slip Road
4000000009377000B,1108.246486,Mainline
4000000009377002B,1017.169122,Mainline
4000000009377005B,354.6455624,Slip Road
4000000009377012B,475.9106403,Mainline
4000000009377014B,187.0999709,Mainline
4000000009377015B,213.8395745,Slip Road
4000000009377017B,12.99990769,Mainline
4000000009380911B,682.1711035,Mainline
4000000009380912B,87.84595382,Mainline
4000000009384620B,471.0576599,Mainline
4000000009384633B,281.6477882,Mainline
4000000009384635B,83.86681211,Mainline
4000000009387995B,94.98332955,Mainline
4000000009387997B,8.944227189,Mainline
4000000009387998B,8.062170924,Mainline
4000000009389403B,1164.562669,Mainline
4000000009389404B,573.76792,Mainline at junction
4000000009389405B,568.1265551,Mainline at junction
4000000009400196B,460.9117136,Mainline
4000000009400199B,305.3468203,Mainline
4000000009401333B,314.2772707,Slip Road
4000000009401334B,319.2937317,Slip Road
4000000009401335B,310.9281451,Mainline
4000000009401336B,569.2969308,Mainline
4000000009401338B,300.9634786,Mainline
4000000009401343B,765.5440097,Mainline at junction
