Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed,Distance,Average_Q,Capacity,V_C,Delay,Total_Time,Net_Speed,CalValFlag,AllObs,AllMod,AllDiff,AllGEH,AllFlowTest,CarObs,CarMod,CarDiff,CarGEH,CarFlowTest,LGVObs,LGVMod,LGVDiff,LGVGEH,LGVFlowTest,HGVObs,HGVMod,HGVDiff,HGVGEH,HGVFlowTest
5008-5009,5008,5009,562840,318850,562840,318970,1,30,190,0,1250,5.5,0,22.8,30,,,,,,,,,,,,,,,,,,,,,
1092-5010,1092,5010,560910,319630,560730,319690,1,64,180,0,1873.53,4.8,1.01,11.13,58.2,,,,,,,,,,,,,,,,,,,,,
5011-5010,5011,5010,560700,319630,560730,319690,1,32,200,0.14,546.12,50.5,9.81,32.31,22.29,,,,,,,,,,,,,,,,,,,,,
1210-5010,1210,5010,560300,319920,560730,319690,1,64,514,0,1968.08,15.39,1.09,30,61.67,Calibration,152.125,282.7256522,130.6006522,8.857074152,Fail Low,123.8929937,247.34,123.4470063,9.060919594,Fail Low,22.73200633,22.89,0.157993669,0.033080152,Pass Low,5.5,12.49565217,6.995652174,2.332165738,Pass Low
5010-5011,5010,5011,560730,319690,560700,319630,1,32,200,0,1250,2.91,0,22.5,32,,,,,,,,,,,,,,,,,,,,,
1032-5012,1032,5012,561810,320380,561820,320310,1,32,100,0,1250,50,0,11.25,32,,,,,,,,,,,,,,,,,,,,,
1098-5013,1098,5013,561820,318800,561690,318710,1,32,150,0,1980,6.69,0,16.88,32,,,,,,,,,,,,,,,,,,,,,
2051-5013,2051,5013,561570,318620,561690,318710,1,32,152,0,1980,34.34,0,17.1,32,,,,,,,,,,,,,,,,,,,,,
1119-5015,1119,5015,563240,317990,563130,317880,1,30,165,0,1250,32.69,0,19.8,30,Calibration,398.9461724,387.5856522,-11.36052027,-0.572868666,Pass Low,313.0553745,313.36,0.304625501,0.017212742,Pass Low,57.66012826,58.03,0.369871738,0.048631537,Pass Low,28.23066968,16.19565217,-12.0350175,-2.553533412,Pass Low
1008-5016,1008,5016,562050,321300,562280,321750,1,64,497,0,1720,18.91,0.08,28.03,63.82,,,,,,,,,,,,,,,,,,,,,
1001-5016,1001,5016,562680,322060,562280,321750,1,64,545,0,1720,49.23,3.21,33.86,57.94,,,,,,,,,,,,,,,,,,,,,
7040-5018,7040,5018,564480,320370,564340,320390,1,40,136,0,1978.57,25.87,1.23,13.47,36.36,,,,,,,,,,,,,,,,,,,,,
5019-5018,5019,5018,564290,319820,564340,320390,1,48,641,0.25,939.05,35.08,4.37,52.44,44,,,,,,,,,,,,,,,,,,,,,
1021-5018,1021,5018,563940,320440,564340,320390,1,40,407,0.06,2157.3,36.39,2.06,38.69,37.87,,,,,,,,,,,,,,,,,,,,,
5018-5019,5018,5019,564340,320390,564290,319820,1,48,641,0,1730,7.47,0,48.07,48,,,,,,,,,,,,,,,,,,,,,
2995-5019,2995,5019,564280,319710,564290,319820,1,48,119,0,1730,19.04,0,8.93,48,,,,,,,,,,,,,,,,,,,,,
7051-6001,7051,6001,563250,318760,563230,318800,1,48,47,0.37,634.23,90.69,23.27,26.8,6.31,,,,,,,,,,,,,,,,,,,,,
5008-6001,5008,6001,562840,318850,563230,318800,1,48,419,0.01,951.13,10.52,3.92,35.34,42.68,,,,,,,,,,,,,,,,,,,,,
2070-6001,2070,6001,563370,318940,563230,318800,1,32,238,0,1766.35,13.67,1.18,27.96,30.65,,,,,,,,,,,,,,,,,,,,,
1096-6004,1096,6004,562350,319350,562390,319340,1,32,62,0,754.51,2.13,5.47,12.45,17.93,,,,,,,,,,,,,,,,,,,,,
2001-6004,2001,6004,562470,319370,562390,319340,1,32,60,0,1730,1.05,1.05,7.8,27.69,,,,,,,,,,,,,,,,,,,,,
6005-6004,6005,6004,562400,319290,562390,319340,1,30,100,0,635.69,9.77,6.16,18.16,19.83,,,,,,,,,,,,,,,,,,,,,
6004-6005,6004,6005,562390,319340,562400,319290,1,30,100,0,1250,2.73,0,12,30,,,,,,,,,,,,,,,,,,,,,
2699-6006,2699,6006,561590,317070,561590,317510,1,64,500,0,1720,18.18,1.35,29.47,61.08,,,,,,,,,,,,,,,,,,,,,
2738-6006,2738,6006,561350,317580,561590,317510,1,48,230,0.05,621.46,26.22,7.28,24.53,33.75,,,,,,,,,,,,,,,,,,,,,
3002-6006,3002,6006,561750,318040,561590,317510,1,64,550,0.08,785.61,49.05,7.64,38.58,51.32,Calibration,248.6666667,370.3508696,121.6842029,6.916680632,Fail Low,197.9095809,314.76,116.8504191,7.298380435,Fail Low,36.31264135,44.03,7.717358647,1.217616792,Pass Low,14.44444444,11.56086957,-2.883574879,-0.799678059,Pass Low
7110-7001,7110,7001,563850,318650,563970,318730,2,80,118,0.7,1570.49,80.39,19.89,25.2,16.86,Calibration,1106,1143.122174,37.12217391,1.106985355,Pass Mid,820,869.19,49.19,1.692593113,Pass Mid,185,182.08,-2.92,-0.215534843,Pass Low,101,91.85217391,-9.147826087,-0.931581012,Pass Low
7052-7001,7052,7001,563830,318840,563970,318730,2,48,175,0.15,820.43,23.9,12.72,25.85,24.37,Calibration,210,190.3373913,-19.6626087,-1.389770397,Pass Low,151,132.7,-18.3,-1.536513639,Pass Low,53,53.22,0.22,0.030188013,Pass Low,6,4.417391304,-1.582608696,-0.693440267,Pass Low
7111-7001,7111,7001,564050,318790,563970,318730,2,80,100,0,1940,79.21,16.11,20.61,17.47,,,,,,,,,,,,,,,,,,,,,
7054-7002,7054,7002,563640,318880,563490,318830,1,48,150,0,1731.58,31.23,1.51,12.76,42.32,,,,,,,,,,,,,,,,,,,,,
7003-7002,7003,7002,563550,318740,563490,318830,1,30,100,0.05,474.08,17.46,8.6,20.6,17.48,,,,,,,,,,,,,,,,,,,,,
7004-7002,7004,7002,563310,318660,563490,318830,1,48,230,0.01,1138.91,17.99,3.04,20.29,40.82,,,,,,,,,,,,,,,,,,,,,
7002-7003,7002,7003,563490,318830,563550,318740,1,30,100,0,1250,5.21,0,12,30,,,,,,,,,,,,,,,,,,,,,
7008-7004,7008,7004,563250,318480,563310,318660,1,48,180,0.08,969.73,39.24,8.06,21.56,30.05,,,,,,,,,,,,,,,,,,,,,
7051-7004,7051,7004,563250,318760,563310,318660,1,48,95,0.01,1076.56,23.45,7.48,14.6,23.42,,,,,,,,,,,,,,,,,,,,,
7002-7004,7002,7004,563490,318830,563310,318660,1,48,230,0.05,1050.46,54,9.06,26.31,31.47,,,,,,,,,,,,,,,,,,,,,
7043-7005,7043,7005,564770,322390,564600,322410,1,64,180,0,1980,42.24,0,10.13,64,,,,,,,,,,,,,,,,,,,,,
1005-7005,1005,7005,564550,322400,564600,322410,1,64,48,0,1980,36.82,0,2.7,64,Calibration,704,687.2195652,-16.78043478,-0.63623912,Pass Mid,549,544.34,-4.66,-0.199307341,Pass Low,117,113.81,-3.19,-0.296946609,Pass Low,38,29.06956522,-8.930434783,-1.542143741,Pass Low
7110-7006,7110,7006,563850,318650,563370,318280,1,80,604,0,1742,57.17,9.14,36.32,59.87,,,,,,,,,,,,,,,,,,,,,
7501-7006,7501,7006,563320,318240,563370,318280,2,64,70,0,3960,31.88,0,3.94,64,Calibration,1088.025655,1143.122174,55.09651852,1.649586075,Pass Mid,842.3414434,869.19,26.8485566,0.917790376,Pass Mid,155.1467236,182.08,26.93327638,2.074164486,Pass Low,90.53748837,91.85217391,1.314685542,0.137669196,Pass Low
2820-7007,2820,7007,563380,318100,563330,317980,3,64,140,0,5730,29.6,1.22,9.1,55.4,,,,,,,,,,,,,,,,,,,,,
7004-7008,7004,7008,563310,318660,563250,318480,1,48,180,0,1980,21.22,0,13.5,48,,,,,,,,,,,,,,,,,,,,,
7009-7008,7009,7008,563220,318410,563250,318480,1,48,78,0,1980,19.22,0,5.85,48,,,,,,,,,,,,,,,,,,,,,
1094-7009,1094,7009,563170,318360,563220,318410,1,64,45,0,1980,19.22,0,2.53,64,Calibration,495,359.6073913,-135.3926087,-6.549778777,Fail Low,413,293.05,-119.95,-6.384068253,Fail Low,66,50.44,-15.56,-2.039264186,Pass Low,16,16.1173913,0.117391304,0.029294143,Pass Low
7008-7009,7008,7009,563250,318480,563220,318410,2,48,78,0,3760,11.17,0,5.85,48,,,,,,,,,,,,,,,,,,,,,
1094-7010,1094,7010,563170,318360,563090,318430,2,48,103,0,3760,25.69,0,7.72,48,Calibration,898,913.343913,15.34391304,0.509859679,Pass Mid,731,740.6,9.6,0.353908783,Pass Mid,142,147.57,5.57,0.46290664,Pass Low,25,25.17391304,0.173913043,0.034722275,Pass Low
7011-7010,7011,7010,562930,318510,563090,318430,2,64,182,0,3760,14.32,0,10.24,64,,,,,,,,,,,,,,,,,,,,,
2050-7011,2050,7011,562830,318560,562930,318510,2,48,107,0,3760,14.32,0,8.02,48,,,,,,,,,,,,,,,,,,,,,
7010-7011,7010,7011,563090,318430,562930,318510,2,64,182,0,3760,25.69,0,10.24,64,,,,,,,,,,,,,,,,,,,,,
1108-7012,1108,7012,565320,320210,565280,320220,1,40,35,0,1980,59.65,0,3.15,40,,,,,,,,,,,,,,,,,,,,,
1107-7012,1107,7012,565160,320240,565280,320220,2,40,120,0,3960,20.92,0.57,11.37,37.98,Calibration,775,798.6278261,23.62782609,0.842340632,Pass Mid,680,697.42,17.42,0.663788855,Pass Low,89,93.66,4.66,0.487617393,Pass Low,6,7.547826087,1.547826087,0.594706045,Pass Low
1107-7013,1107,7013,565160,320240,565110,320250,1,40,45,0,1980,52.44,0,4.05,40,,,,,,,,,,,,,,,,,,,,,
2022-7013,2022,7013,565080,320260,565110,320250,1,40,37,0,1980,32.47,0,3.33,40,Calibration,587,607.3173913,20.3173913,0.831424972,Pass Low,516,531.35,15.35,0.670775913,Pass Low,64,68.65,4.65,0.570971359,Pass Low,7,7.317391304,0.317391304,0.118625505,Pass Low
7012-7014,7012,7014,565280,320220,565360,320260,1,48,96,0.04,785.17,9.82,6.35,13.55,25.5,,,,,,,,,,,,,,,,,,,,,
1010-7014,1010,7014,566290,322150,565360,320260,2,96,2111,0,1980,56.8,21.82,100.98,75.26,Calibration,1053,1016.274783,-36.72521739,-1.141748081,Pass Mid,857,841.22,-15.78,-0.541533117,Pass Mid,121,102.42,-18.58,-1.757922334,Pass Low,75,72.63478261,-2.365217391,-0.275290812,Pass Low
1109-7014,1109,7014,565330,320230,565360,320260,1,48,45,0,1980,40.2,1.52,4.89,33.1,,,,,,,,,,,,,,,,,,,,,
7014-7015,7014,7015,565360,320260,565360,320220,3,48,34,0.49,1676.35,67.09,6.16,8.71,14.05,,,,,,,,,,,,,,,,,,,,,
1109-7015,1109,7015,565330,320230,565360,320220,2,48,34,0,3200,25.99,0.76,3.31,36.98,,,,,,,,,,,,,,,,,,,,,
1111-7016,1111,7016,565330,320170,565230,319970,1,96,219,0,1980,77.61,4.94,13.15,59.95,Calibration,1383,1428.824783,45.82478261,1.222140916,Pass Mid,1137,1170.67,33.67,0.991222752,Pass Mid,164,175.22,11.22,0.861523503,Pass Low,82,82.93478261,0.934782609,0.102936523,Pass Low
7111-7016,7111,7016,564050,318790,565230,319970,1,96,1710,0,1980,73.67,33.85,97.98,62.83,,,,,,,,,,,,,,,,,,,,,
7026-7017,7026,7017,562180,319040,562180,319050,3,48,8,0,4800,28.11,0.52,1.12,25.68,,,,,,,,,,,,,,,,,,,,,
7017-7018,7017,7018,562180,319050,562180,319060,3,48,14,0,4800,25.51,0.94,1.99,25.37,,,,,,,,,,,,,,,,,,,,,
1112-7018,1112,7018,562150,319040,562180,319060,2,48,62,0.71,1543.91,48.18,8.44,13.09,17.04,Validation,379,731.7786957,352.7786957,14.96937187,Fail Low,328,647.78,319.78,14.4773922,Fail Low,50,83.89,33.89,4.142022902,Pass Low,1,0.108695652,-0.891304348,-1.197112183,Pass Low
7018-7020,7018,7020,562180,319060,562210,319070,1,48,25,0,2020,28.94,1.25,3.13,28.77,,,,,,,,,,,,,,,,,,,,,
1113-7020,1113,7020,562190,319120,562210,319070,2,48,53,0.14,1571.13,42.19,5.15,9.12,20.92,Validation,574,617.703913,43.70391304,1.790404408,Pass Low,461,479.76,18.76,0.864984669,Pass Low,106,120.17,14.17,1.332500403,Pass Low,7,17.77391304,10.77391304,3.061196157,Pass Low
7020-7021,7020,7021,562210,319070,562220,319070,2,48,8,0,2490.88,50.08,1.45,2.05,14.07,,,,,,,,,,,,,,,,,,,,,
7021-7022,7021,7022,562220,319070,562230,319060,2,48,19,0,3200,23.06,0.73,2.16,31.73,,,,,,,,,,,,,,,,,,,,,
1114-7022,1114,7022,562240,319090,562230,319060,2,48,31,0.12,1181.88,32.02,5.62,7.95,14.04,Validation,414,376.3508696,-37.64913043,-1.893912804,Pass Low,336,300.54,-35.46,-1.987654422,Pass Low,77,74.25,-2.75,-0.316227766,Pass Low,1,1.560869565,0.560869565,0.495659167,Pass Low
7022-7023,7022,7023,562230,319060,562230,319040,2,48,15,0,3200,34.88,1.88,3.01,17.95,,,,,,,,,,,,,,,,,,,,,
7023-7024,7023,7024,562230,319040,562220,319030,3,48,19,1.22,1333.33,28.18,13.45,14.87,4.6,,,,,,,,,,,,,,,,,,,,,
1115-7024,1115,7024,562280,319020,562220,319030,2,48,66,3.37,1333.33,65.06,17.85,22.8,10.42,Validation,816,825.5895652,9.589565217,0.33471997,Pass Mid,665,670.75,5.75,0.222494998,Pass Low,134,137.97,3.97,0.340443466,Pass Low,17,16.86956522,-0.130434783,-0.031695938,Pass Low
7024-7025,7024,7025,562220,319030,562200,319020,2,48,14,0,3200,38.85,0.92,1.97,25.59,,,,,,,,,,,,,,,,,,,,,
7025-7026,7025,7026,562200,319020,562180,319040,2,48,24,2.46,1706.67,55.73,11.67,13.47,6.41,,,,,,,,,,,,,,,,,,,,,
1116-7026,1116,7026,562170,318990,562180,319040,3,48,46,1.77,1440,27.66,17.76,21.21,7.81,Validation,812,382.0534783,-429.9465217,-17.59614567,Fail Mid,713,330.35,-382.65,-16.75335169,Fail Mid,88,39.26,-48.74,-6.110187863,Pass Low,11,12.44347826,1.443478261,0.421613222,Pass Low
1116-7027,1116,7027,562170,318990,562190,318920,1,48,72,0,1980,15.04,0,5.4,48,,,,,,,,,,,,,,,,,,,,,
3019-7027,3019,7027,562280,318390,562190,318920,1,48,566,0,1953,20.39,1.18,43.63,46.7,Calibration,723.375,382.0534783,-341.3215217,-14.51821911,Fail Mid,605.5230458,330.35,-275.1730458,-12.72074126,Fail Low,111.1019542,39.26,-71.84195422,-8.285603647,Pass Low,6.75,12.44347826,5.693478261,1.837874373,Pass Low
7029-7028,7029,7028,562220,319010,562190,319010,1,48,20,0,1408.24,0.4,4.43,5.93,12.14,,,,,,,,,,,,,,,,,,,,,
7025-7028,7025,7028,562200,319020,562190,319010,2,48,22,0,3200,9.13,0.62,2.27,34.9,Validation,270,283.7086957,13.70869565,0.823892332,Pass Low,212,198.05,-13.95,-0.974250859,Pass Low,54,79.15,25.15,3.082353198,Pass Low,4,6.508695652,2.508695652,1.094431458,Pass Low
1050-7029,1050,7029,562300,319010,562220,319010,1,48,71,0,1650,0.35,2.76,8.09,31.61,,,,,,,,,,,,,,,,,,,,,
7023-7030,7023,7030,562230,319040,562250,319030,1,48,27,0.58,1650,44.88,4.64,6.66,14.58,Validation,679,705.6695652,26.66956522,1.013579598,Pass Low,535,573.31,38.31,1.62740829,Pass Low,137,119.39,-17.61,-1.555334525,Pass Low,7,12.96956522,5.969565217,1.88918024,Pass Low
1124-7031,1124,7031,561850,319680,561900,319700,1,48,53,0,1980,6.31,0,3.97,48,Calibration,99,124.563913,25.56391304,2.417917498,Pass Low,78,103.68,25.68,2.694365175,Pass Low,21,20.61,-0.39,-0.085502881,Pass Low,0,0.273913043,0.273913043,0.740152746,Pass Low
1066-7031,1066,7031,561970,319700,561900,319700,1,48,63,0,1980,20.73,0,4.72,48,,,,,,,,,,,,,,,,,,,,,
1226-7032,1226,7032,565230,322510,565290,322540,1,64,75,0,1980,37.56,0,4.22,64,,,,,,,,,,,,,,,,,,,,,
1006-7032,1006,7032,565600,322630,565290,322540,1,64,320,0,1980,40.3,0,18,64,,,,,,,,,,,,,,,,,,,,,
1226-7033,1226,7033,565230,322510,564840,322410,1,64,400,0.01,1593.75,50.65,2.46,24.96,57.68,,,,,,,,,,,,,,,,,,,,,
7043-7033,7043,7033,564770,322390,564840,322410,1,64,54,0,1721.7,42.34,1.81,4.85,40.09,,,,,,,,,,,,,,,,,,,,,
2788-7033,2788,7033,564840,322500,564840,322410,1,30,60,0.18,332.15,28.37,13.24,20.44,10.57,,,,,,,,,,,,,,,,,,,,,
3010-7034,3010,7034,561680,318170,561750,318190,1,48,82,0,999.17,0.2,4.8,10.95,26.95,,,,,,,,,,,,,,,,,,,,,
3007-7034,3007,7034,561740,318170,561750,318190,1,48,29,0,1000,0.2,1.81,3.99,26.2,,,,,,,,,,,,,,,,,,,,,
1092-7035,1092,7035,560910,319630,560980,319400,1,64,241,0,1980,33.52,0,13.56,64,,,,,,,,,,,,,,,,,,,,,
1081-7035,1081,7035,561000,319070,560980,319400,1,64,336,0,1980,6.05,0,18.9,64,,,,,,,,,,,,,,,,,,,,,
1001-7036,1001,7036,562680,322060,563200,322190,1,64,542,0,1720,18.8,0.08,30.57,63.83,,,,,,,,,,,,,,,,,,,,,
1002-7036,1002,7036,563320,322210,563200,322190,2,64,121,0,3970,21.28,0,6.81,64,Calibration,827,818.16,-8.84,-0.308221686,Pass Mid,759,746.83,-12.17,-0.443524488,Pass Mid,54,53.93,-0.07,-0.009528882,Pass Low,14,17.4,3.4,0.858082591,Pass Low
1002-7037,1002,7037,563320,322210,563460,322240,2,64,150,0,3970,10.4,0,8.44,64,Calibration,418,385.7052174,-32.29478261,-1.61101272,Pass Low,282,277.8,-4.2,-0.251042841,Pass Low,93,90.04,-2.96,-0.309409544,Pass Low,43,17.86521739,-25.13478261,-4.556228984,Pass Low
7046-7037,7046,7037,563870,322300,563460,322240,1,64,414,0,1980,51.33,0,23.29,64,,,,,,,,,,,,,,,,,,,,,
4008-7038,4008,7038,562330,320350,562340,320360,1,48,19,0.23,1650,20.9,3.4,4.82,14.19,Calibration,295,290.8773913,-4.122608696,-0.240870572,Pass Low,253,250.87,-2.13,-0.134194696,Pass Low,39,36.99,-2.01,-0.32608651,Pass Low,3,3.017391304,0.017391304,0.010026354,Pass Low
4010-7038,4010,7038,562360,320370,562340,320360,1,48,9,0.37,1650,33.6,3.96,4.63,6.99,,,,,,,,,,,,,,,,,,,,,
1042-7039,1042,7039,562100,320240,562090,320270,4,40,26,1.64,4800,25.58,5.14,7.48,12.51,,,,,,,,,,,,,,,,,,,,,
5018-7040,5018,7040,564340,320390,564480,320370,1,40,136,0.5,1650,40.62,4.36,16.6,29.5,,,,,,,,,,,,,,,,,,,,,
2023-7040,2023,7040,564820,320300,564480,320370,1,40,345,0.34,1650,31.02,3.83,34.88,35.61,Validation,445.4444444,479.9,34.45555556,1.601852575,Pass Low,373.6388304,400.65,27.01116961,1.372798799,Pass Low,68.55561405,74.65,6.094385946,0.720219589,Pass Low,3.25,4.6,1.35,0.681418528,Pass Low
7057-7041,7057,7041,561870,318510,561860,318490,1,48,25,0.01,1485,0.26,4.96,6.84,13.16,,,,,,,,,,,,,,,,,,,,,
2044-7041,2044,7041,561820,318410,561860,318490,1,48,93,0.01,1485,0.4,4.98,11.96,28,Calibration,33.77777778,1.964347826,-31.81342995,-7.525499035,Pass Low,28.35327012,1.87,-26.48327012,-6.812646927,Pass Low,5.202285431,0.09,-5.112285431,-3.142740062,Pass Low,0.222222222,0.004347826,-0.217874396,-0.647321372,Pass Low
1019-7042,1019,7042,563460,320480,563830,320450,1,40,372,0.36,1650,32.44,3.9,37.38,35.83,Calibration,478,484.36,6.36,0.289936794,Pass Low,421,428.11,7.11,0.345066359,Pass Low,50,54.05,4.05,0.561498989,Pass Low,7,2.2,-4.8,-2.23801154,Pass Low
1021-7042,1021,7042,563940,320440,563830,320450,1,40,112,0.45,1650,37.96,4.2,14.28,28.24,,,,,,,,,,,,,,,,,,,,,
7005-7043,7005,7043,564600,322410,564770,322390,1,64,180,0.57,1650,44.18,4.59,14.72,44.03,,,,,,,,,,,,,,,,,,,,,
7033-7043,7033,7043,564840,322410,564770,322390,1,64,54,0.7,1650,50.68,5.09,8.13,23.91,,,,,,,,,,,,,,,,,,,,,
1016-7044,1016,7044,562810,320440,562800,320280,1,40,160,0.33,1650,30.36,3.8,18.2,31.65,Validation,479,499.2843478,20.28434783,0.917156597,Pass Low,418,431.74,13.74,0.666589854,Pass Low,59,66.24,7.24,0.914917711,Pass Low,2,1.304347826,-0.695652174,-0.541208073,Pass Low
2003-7044,2003,7044,562800,320220,562800,320280,1,40,61,0.27,1650,24.46,3.54,9.03,24.33,,,,,,,,,,,,,,,,,,,,,
7046-7045,7046,7045,563870,322300,564050,322330,1,64,179,0.28,1650,25.03,3.56,13.63,47.28,Validation,393.5,385.7052174,-7.794782609,-0.394905406,Pass Low,323.6215964,277.8,-45.82159642,-2.64238262,Pass Low,59.37840358,90.04,30.66159642,3.547380014,Pass Low,10.5,17.86521739,7.365217391,1.955723749,Pass Low
1003-7045,1003,7045,564150,322360,564050,322330,1,64,102,1,1650,61.59,6.26,11.99,30.61,,,,,,,,,,,,,,,,,,,,,
7037-7046,7037,7046,563460,322240,563870,322300,1,64,414,0,1980,20.86,0,23.29,64,,,,,,,,,,,,,,,,,,,,,
7045-7046,7045,7046,564050,322330,563870,322300,1,64,179,0,1980,51.33,0,10.07,64,Validation,1020.875,985.9873913,-34.8876087,-1.101355191,Pass Mid,847.6055193,891.05,43.44448065,1.473475218,Pass Mid,155.5194807,74.72,-80.79948065,-7.530670898,Pass Low,17.75,20.2173913,2.467391304,0.566301417,Pass Low
1009-7047,1009,7047,563850,321370,563850,321260,1,48,108,0.72,1650,51.56,5.17,13.27,29.3,,,,,,,,,,,,,,,,,,,,,
1013-7047,1013,7047,563620,320760,563850,321260,1,48,562,0.31,1650,28.15,6.18,48.33,41.86,Calibration,459.375,452.3173913,-7.057608696,-0.33055856,Pass Low,386.6771098,379.65,-7.027109822,-0.358991895,Pass Low,70.94789018,70.95,0.002109822,0.00025048,Pass Low,1.75,1.717391304,-0.032608696,-0.024765494,Pass Low
1013-7048,1013,7048,563620,320760,563590,320730,1,48,37,0.56,1650,43.57,4.55,7.32,18.19,,,,,,,,,,,,,,,,,,,,,
2031-7048,2031,7048,563470,320520,563590,320730,1,48,252,0.27,1650,24.09,3.52,22.42,40.46,,,,,,,,,,,,,,,,,,,,,
1072-7049,1072,7049,562240,319470,562250,319450,2,48,22,0.4,3300,18.29,2.63,4.28,18.49,Calibration,547,563.1869565,16.18695652,0.687040182,Pass Low,426,435.61,9.61,0.463002163,Pass Low,110,113.39,3.39,0.32076194,Pass Low,11,14.18695652,3.186956522,0.898055734,Pass Low
4000-7049,4000,7049,562250,319430,562250,319450,1,48,14,1.64,1650,76.4,9.17,10.22,4.93,,,,,,,,,,,,,,,,,,,,,
2071-7050,2071,7050,562370,318950,562350,318970,2,48,29,0.58,3300,26.46,2.88,5.05,20.65,,,,,,,,,,,,,,,,,,,,,
1050-7050,1050,7050,562300,319010,562350,318970,1,48,70,0.58,1650,44.88,4.64,9.89,25.48,,,,,,,,,,,,,,,,,,,,,
6001-7051,6001,7051,563230,318800,563250,318760,1,48,47,0,1980,12.75,0,3.52,48,,,,,,,,,,,,,,,,,,,,,
7004-7051,7004,7051,563310,318660,563250,318760,1,48,95,0,1980,29.05,0,7.13,48,,,,,,,,,,,,,,,,,,,,,
7053-7052,7053,7052,563870,318880,563830,318840,2,48,60,0,1531,0,4.27,8.77,24.62,,,,,,,,,,,,,,,,,,,,,
7001-7052,7001,7052,563970,318730,563830,318840,2,48,175,0,1670,32.38,4.59,17.72,35.56,Calibration,517,530.5634783,13.56347826,0.592646739,Pass Low,453,464.13,11.13,0.519750256,Pass Low,56,58.59,2.59,0.342169584,Pass Low,8,7.843478261,-0.156521739,-0.055611473,Pass Low
7056-7052,7056,7052,563800,318780,563830,318840,2,48,65,0,1271.96,0,4.75,9.63,24.31,,,,,,,,,,,,,,,,,,,,,
7054-7052,7054,7052,563640,318880,563830,318840,2,48,175,0,1670,11.74,4.22,17.35,36.32,,,,,,,,,,,,,,,,,,,,,
7052-7053,7052,7053,563830,318840,563870,318880,1,48,60,0,1250,0,0,4.5,48,,,,,,,,,,,,,,,,,,,,,
7055-7054,7055,7054,563640,318940,563640,318880,1,48,60,0,8084.6,0,3.27,7.77,27.79,,,,,,,,,,,,,,,,,,,,,
7052-7054,7052,7054,563830,318840,563640,318880,1,48,175,0,2236.24,24.18,1.06,14.19,44.41,,,,,,,,,,,,,,,,,,,,,
7002-7054,7002,7054,563490,318830,563640,318880,1,48,150,0,1740,11.27,1.17,12.42,43.49,,,,,,,,,,,,,,,,,,,,,
7054-7055,7054,7055,563640,318880,563640,318940,1,48,60,0,1250,0,0,4.5,48,,,,,,,,,,,,,,,,,,,,,
7052-7056,7052,7056,563830,318840,563800,318780,1,48,65,0,1250,0,0,4.88,48,,,,,,,,,,,,,,,,,,,,,
7061-7057,7061,7057,561910,318570,561870,318510,1,48,75,0,1129.76,3.83,4.66,10.28,26.26,,,,,,,,,,,,,,,,,,,,,
7058-7057,7058,7057,562000,318400,561870,318510,1,32,160,0,1129.78,11.87,4.81,22.81,25.25,,,,,,,,,,,,,,,,,,,,,
7041-7057,7041,7057,561860,318490,561870,318510,1,48,25,0,1066.45,0.56,4.8,6.67,13.49,,,,,,,,,,,,,,,,,,,,,
7060-7058,7060,7058,562040,318490,562000,318400,1,32,100,0,9542.11,0,3.2,14.45,24.92,,,,,,,,,,,,,,,,,,,,,
7059-7058,7059,7058,562090,318320,562000,318400,1,32,120,0,1980,6.77,0.98,14.48,29.84,,,,,,,,,,,,,,,,,,,,,
7057-7058,7057,7058,561870,318510,562000,318400,1,32,160,0,1900,2.28,0.97,18.97,30.36,,,,,,,,,,,,,,,,,,,,,
7058-7059,7058,7059,562000,318400,562090,318320,1,32,120,0.14,825,5.25,12.74,26.24,16.46,,,,,,,,,,,,,,,,,,,,,
3016-7059,3016,7059,562060,318110,562090,318320,1,48,200,0.4,825,16.25,13.55,28.55,25.21,,,,,,,,,,,,,,,,,,,,,
7058-7060,7058,7060,562000,318400,562040,318490,1,32,100,0,1250,0,0,11.25,32,,,,,,,,,,,,,,,,,,,,,
7057-7061,7057,7061,561870,318510,561910,318570,1,48,75,0,848.88,16.04,5.02,10.64,25.36,,,,,,,,,,,,,,,,,,,,,
2073-7061,2073,7061,561940,318810,561910,318570,1,48,240,0,1798.39,1.07,1.01,19.01,45.45,,,,,,,,,,,,,,,,,,,,,
7062-7061,7062,7061,561940,318550,561910,318570,1,30,40,0,698.17,8.58,5.88,10.68,13.48,,,,,,,,,,,,,,,,,,,,,
7061-7062,7061,7062,561910,318570,561940,318550,1,30,40,0,1250,9.81,0,4.8,30,,,,,,,,,,,,,,,,,,,,,
1047-7100,1047,7100,562250,320100,562270,320100,1,48,75,0,1250,7.55,0,5.63,48,,,,,,,,,,,,,,,,,,,,,
7006-7110,7006,7110,563370,318280,563850,318650,1,80,604,0,1620,77.93,13.04,40.22,54.06,,,,,,,,,,,,,,,,,,,,,
7001-7110,7001,7110,563970,318730,563850,318650,2,80,118,0,2200,45.27,0.63,5.94,71.5,Calibration,864,898.2413043,34.24130435,1.15353987,Pass Mid,677,706.52,29.52,1.122376668,Pass Low,112,116.63,4.63,0.433041363,Pass Low,75,75.09130435,0.091304348,0.010539711,Pass Low
