Reference,A_Node,B_Node,A_Node_X,A_Node_Y,B_Node_X,B_Node_Y,Lanes,FF_Speed (kph),Distance (m),Average_Q (PCUs),Capacity (PCUs),V_C (%),Delay (s),Total_Time (s),Net_Speed_kph (kph),Actual_Flow_Total (PCUs),Demand_Flow_Total (PCUs),Capacity_Indices,Fixed_Flow (PCUs),Actual_Flow_UC1 (PCUs),Actual_Flow_UC2 (PCUs),Actual_Flow_UC3 (PCUs),Actual_Flow_UC4 (PCUs),Actual_Flow_UC5 (PCUs),Actual_Flow_UC6 (PCUs),Actual_Flow_UC7 (PCUs),Actual_Flow_UC8 (PCUs),Actual_Flow_UC9 (PCUs),Actual_Flow_UC10 (PCUs),Actual_Flow_%_HGV (%),Demand_Flow_UC1 (PCUs),Demand_Flow_UC2 (PCUs),Demand_Flow_UC3 (PCUs),Demand_Flow_UC4 (PCUs),Demand_Flow_UC5 (PCUs),Demand_Flow_UC6 (PCUs),Demand_Flow_UC7 (PCUs),Demand_Flow_UC8 (PCUs),Demand_Flow_UC9 (PCUs),Demand_Flow_UC10 (PCUs),Demand_Flow_%_HGV (%),Car_Veh_Actual_Tot,LGV_Veh_Actual_Tot,HGV_Veh_Actual_Tot,Car_PCU_Actual_Tot,LGV_PCU_Actual_Tot,HGV_PCU_Actual_Tot,Car_Veh_Demand_Tot,LGV_Veh_Demand_Tot,HGV_Veh_Demand_Tot,Car_PCU_Demand_Tot,LGV_PCU_Demand_Tot,HGV_PCU_Demand_Tot,Fixed_Tot,Fixed_PCU_Tot,Period,wkt_geom
1050-7050,1050,7050,56230,31901,56235,31897,1,48,70,0.87,1650,57.13,5.72,10.97,22.97,942.62,945.01,0,13.96,341.86,6.34,37.68,7.53,26.52,260.44,73.15,87.83,83.87,3.44,0.003649403,342.73,6.35,37.77,7.55,26.59,261.1,73.34,88.05,84.08,3.45,0.365075502,841.35,83.87,1.495652174,841.35,83.87,3.44,843.48,84.08,1.5,843.48,84.08,3.45,6.98,13.96,PM,"LineString (56230 31901, 56235 31897)"
6001-7051,6001,7051,56323,31880,56325,31876,1,48,47,0,1980,31.49,0,3.52,48,623.51,623.61,0,4,258.06,0.21,26.59,0.45,6.3,213.78,4.41,22.39,63.36,23.96,0.038427611,258.1,0.21,26.59,0.45,6.3,213.82,4.41,22.4,63.37,23.96,3.84214493,532.19,63.36,10.4173913,532.19,63.36,23.96,532.28,63.37,10.4173913,532.28,63.37,23.96,2,4,PM,"LineString (56323 31880, 56325 31876)"
7004-7051,7004,7051,56331,31866,56325,31876,1,48,95,0,1980,11.15,0,7.13,48,220.71,222.02,0,0,39.06,1.49,3.3,10.54,11.4,17.92,68.08,26.91,17.61,24.4,0.110552308,39.29,1.5,3.32,10.6,11.47,18.03,68.48,27.07,17.72,24.55,11.05756238,178.7,17.61,10.60869565,178.7,17.61,24.4,179.76,17.72,10.67391304,179.76,17.72,24.55,0,0,PM,"LineString (56331 31866, 56325 31876)"
7053-7052,7053,7052,56387,31888,56383,31884,2,48,60,0,1356.73,0,4.58,9.08,23.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (56387 31888, 56383 31884)"
7001-7052,7001,7052,56397,31873,56383,31884,2,48,175,0,1670,20.45,4.35,17.48,36.04,341.48,341.89,0,0,45.9,3.55,3.4,15.97,16.32,24.42,138.62,58.38,30.6,4.31,0.01262153,45.96,3.55,3.41,15.99,16.34,24.45,138.79,58.45,30.64,4.32,1.263564304,306.56,30.6,1.873913043,306.56,30.6,4.31,306.94,30.64,1.87826087,306.94,30.64,4.32,0,0,PM,"LineString (56397 31873, 56383 31884)"
7056-7052,7056,7052,56380,31878,56383,31884,2,48,65,0,1424.25,0,4.45,9.32,25.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (56380 31878, 56383 31884)"
7054-7052,7054,7052,56364,31888,56383,31884,2,48,175,0,1670,25.81,4.45,17.58,35.84,431.04,431.84,0,0,185.5,0.17,20.2,0.31,4.21,158.49,3.78,15.03,38.38,4.97,0.011530252,185.84,0.17,20.23,0.32,4.22,158.78,3.79,15.06,38.45,4.98,1.153204891,387.69,38.38,2.160869565,387.69,38.38,4.97,388.41,38.45,2.165217391,388.41,38.45,4.98,0,0,PM,"LineString (56364 31888, 56383 31884)"
7052-7053,7052,7053,56383,31884,56387,31888,1,48,60,0,1250,0,0,4.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (56383 31884, 56387 31888)"
7055-7054,7055,7054,56364,31894,56364,31888,1,48,60,0,7538.69,0,3.3,7.8,27.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (56364 31894, 56364 31888)"
7052-7054,7052,7054,56383,31884,56364,31888,1,48,175,0,2318.7,14.73,0.91,14.04,44.89,341.48,341.89,0,0,45.9,3.55,3.4,15.97,16.32,24.42,138.62,58.38,30.6,4.31,0.01262153,45.96,3.55,3.41,15.99,16.34,24.45,138.79,58.45,30.64,4.32,1.263564304,306.56,30.6,1.873913043,306.56,30.6,4.31,306.94,30.64,1.87826087,306.94,30.64,4.32,0,0,PM,"LineString (56383 31884, 56364 31888)"
7002-7054,7002,7054,56349,31883,56364,31888,1,48,150,0,1740,24.77,1.37,12.62,42.77,431.04,431.84,0,0,185.5,0.17,20.2,0.31,4.21,158.49,3.78,15.03,38.38,4.97,0.011530252,185.84,0.17,20.23,0.32,4.22,158.78,3.79,15.06,38.45,4.98,1.153204891,387.69,38.38,2.160869565,387.69,38.38,4.97,388.41,38.45,2.165217391,388.41,38.45,4.98,0,0,PM,"LineString (56349 31883, 56364 31888)"
7054-7055,7054,7055,56364,31888,56364,31894,1,48,60,0,1250,0,0,4.5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (56364 31888, 56364 31894)"
7052-7056,7052,7056,56383,31884,56380,31878,1,48,65,0,1250,0,0,4.88,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (56383 31884, 56380 31878)"
7061-7057,7061,7057,56191,31857,56187,31851,1,48,75,0,1129.23,6.13,4.7,10.32,26.15,69.25,69.34,0,2,18.88,1.19,2.64,2.07,1.07,15.69,19.48,3.31,1.84,1.09,0.015740072,18.9,1.19,2.64,2.07,1.07,15.71,19.51,3.32,1.84,1.09,1.571964234,64.33,1.84,0.473913043,64.33,1.84,1.09,64.41,1.84,0.473913043,64.41,1.84,1.09,1,2,PM,"LineString (56191 31857, 56187 31851)"
7058-7057,7058,7057,56200,31840,56187,31851,1,32,160,0,1128.64,21.54,5.03,23.03,25.01,243.07,245.52,0,0,140.73,0.41,9.58,1.11,1.74,56.89,9.21,4.03,18.08,1.28,0.005265973,142.15,0.41,9.68,1.13,1.76,57.46,9.3,4.08,18.26,1.29,0.525415445,223.7,18.08,0.556521739,223.7,18.08,1.28,225.97,18.26,0.560869565,225.97,18.26,1.29,0,0,PM,"LineString (56200 31840, 56187 31851)"
7041-7057,7041,7057,56186,31849,56187,31851,1,48,25,0,1008.96,0.47,4.99,6.86,13.12,4.77,4.78,0,2,0.92,0.11,0.11,0.03,0.04,0.79,0.53,0.19,0.06,0.01,0.002096436,0.92,0.11,0.11,0.03,0.04,0.79,0.53,0.19,0.06,0.01,0.209205021,2.72,0.06,0.004347826,2.72,0.06,0.01,2.72,0.06,0.004347826,2.72,0.06,0.01,1,2,PM,"LineString (56186 31849, 56187 31851)"
7060-7058,7060,7058,56204,31849,56200,31840,1,32,100,0,9217.16,0,3.21,14.46,24.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (56204 31849, 56200 31840)"
7059-7058,7059,7058,56209,31832,56200,31840,1,32,120,0,1980,12.28,1.04,14.54,29.72,243.07,245.52,0,0,140.73,0.41,9.58,1.11,1.74,56.89,9.21,4.03,18.08,1.28,0.005265973,142.15,0.41,9.68,1.13,1.76,57.46,9.3,4.08,18.26,1.29,0.525415445,223.7,18.08,0.556521739,223.7,18.08,1.28,225.97,18.26,0.560869565,225.97,18.26,1.29,0,0,PM,"LineString (56209 31832, 56200 31840)"
7057-7058,7057,7058,56187,31851,56200,31840,1,32,160,0,1900,3.58,0.98,18.98,30.34,67.99,68.08,0,0,18.98,1.25,2.62,2.08,1.08,15.94,19.7,3.37,1.87,1.09,0.016031769,19.01,1.25,2.62,2.09,1.08,15.96,19.73,3.38,1.88,1.09,1.601057579,65.02,1.87,0.473913043,65.02,1.87,1.09,65.12,1.88,0.473913043,65.12,1.88,1.09,0,0,PM,"LineString (56187 31851, 56200 31840)"
7058-7059,7058,7059,56200,31840,56209,31832,1,32,120,0.22,825,8.24,12.95,26.45,16.33,67.99,68.08,0,0,18.98,1.25,2.62,2.08,1.08,15.94,19.7,3.37,1.87,1.09,0.016031769,19.01,1.25,2.62,2.09,1.08,15.96,19.73,3.38,1.88,1.09,1.601057579,65.02,1.87,0.473913043,65.02,1.87,1.09,65.12,1.88,0.473913043,65.12,1.88,1.09,0,0,PM,"LineString (56200 31840, 56209 31832)"
3016-7059,3016,7059,56206,31811,56209,31832,1,48,200,0.78,825,29.46,14.73,29.73,24.22,243.07,245.52,0,0,140.73,0.41,9.58,1.11,1.74,56.89,9.21,4.03,18.08,1.28,0.005265973,142.15,0.41,9.68,1.13,1.76,57.46,9.3,4.08,18.26,1.29,0.525415445,223.7,18.08,0.556521739,223.7,18.08,1.28,225.97,18.26,0.560869565,225.97,18.26,1.29,0,0,PM,"LineString (56206 31811, 56209 31832)"
7058-7060,7058,7060,56200,31840,56204,31849,1,32,100,0,1250,0,0,11.25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PM,"LineString (56200 31840, 56204 31849)"
7057-7061,7057,7061,56187,31851,56191,31857,1,48,75,0,934.46,26.2,4.72,10.34,26.11,244.8,247.25,0,1.98,140.68,0.44,9.55,1.11,1.74,56.86,9.34,4.07,17.75,1.27,0.005187908,142.09,0.45,9.65,1.12,1.76,57.43,9.43,4.11,17.93,1.29,0.52173913,223.79,17.75,0.552173913,223.79,17.75,1.27,226.04,17.93,0.560869565,226.04,17.93,1.29,0.99,1.98,PM,"LineString (56187 31851, 56191 31857)"
2073-7061,2073,7061,56194,31881,56191,31857,1,48,240,0,1788.41,2.62,1.03,19.03,45.39,46.79,47.03,0,1.99,17.06,0.31,2.91,0.54,0.65,14.95,5.15,2.38,0.56,0.3,0.006411626,17.15,0.31,2.93,0.55,0.65,15.02,5.18,2.39,0.56,0.3,0.637890708,43.95,0.56,0.130434783,43.95,0.56,0.3,44.18,0.56,0.130434783,44.18,0.56,0.3,0.995,1.99,PM,"LineString (56194 31881, 56191 31857)"
7062-7061,7062,7061,56194,31855,56191,31857,1,30,40,0,706.05,10.15,5.93,10.73,13.43,71.68,71.68,0,0,18.94,1.83,2.72,2.05,1.21,14.68,22.93,3.65,2.79,0.87,0.012137277,18.94,1.83,2.72,2.05,1.21,14.68,22.93,3.65,2.79,0.87,1.213727679,68.01,2.79,0.37826087,68.01,2.79,0.87,68.01,2.79,0.37826087,68.01,2.79,0.87,0,0,PM,"LineString (56194 31855, 56191 31857)"
7061-7062,7061,7062,56191,31857,56194,31855,1,30,40,0,1250,15.6,0,4.8,30,195.02,196.83,0,0,103.86,0.31,8.27,0.71,1.11,55.21,6.53,3.18,14.9,0.94,0.004820018,104.82,0.31,8.35,0.72,1.12,55.72,6.59,3.21,15.04,0.95,0.482650003,179.18,14.9,0.408695652,179.18,14.9,0.94,180.84,15.04,0.413043478,180.84,15.04,0.95,0,0,PM,"LineString (56191 31857, 56194 31855)"
1047-7100,1047,7100,56225,32010,56227,32010,1,48,75,0,1250,7.96,0,5.63,48,99.55,99.72,0,0,17.67,1.39,1.23,2,3.85,13.82,23.97,18.76,12.94,3.91,0.039276745,17.7,1.4,1.24,2,3.86,13.84,24.02,18.79,12.96,3.91,3.92097874,82.69,12.94,1.7,82.69,12.94,3.91,82.85,12.96,1.7,82.85,12.96,3.91,0,0,PM,"LineString (56225 32010, 56227 32010)"
7006-7110,7006,7110,56337,31828,56385,31865,1,80,604,0,1620,74.08,12.09,39.27,55.37,1200.15,1206.1,7,0,459.51,11.21,41.68,9.59,11.92,344.23,76.55,33.84,160.78,50.84,0.042361371,461.79,11.27,41.88,9.64,11.98,345.94,76.93,34.01,161.57,51.1,4.236796286,988.53,160.78,22.10434783,988.53,160.78,50.84,993.44,161.57,22.2173913,993.44,161.57,51.1,0,0,PM,"LineString (56337 31828, 56385 31865)"
7001-7110,7001,7110,56397,31873,56385,31865,2,80,118,0,2200,54.32,0.83,6.14,69.18,1195.09,1196.52,5,0,431.66,9.26,34.01,17.68,15.7,293.76,157.66,61,114.83,59.53,0.049812148,432.18,9.27,34.05,17.71,15.72,294.11,157.85,61.07,114.96,59.6,4.981111891,1020.73,114.83,25.8826087,1020.73,114.83,59.53,1021.96,114.96,25.91304348,1021.96,114.96,59.6,0,0,PM,"LineString (56397 31873, 56385 31865)"
7001-7111,7001,7111,56397,31873,56405,31879,2,80,100,0,2200,74.14,1.12,5.62,64.04,1631.17,1637.95,5,0,644.96,11.39,61.86,9.91,16.13,502.63,80.39,48.86,199.19,55.85,0.034239227,647.64,11.44,62.12,9.95,16.2,504.72,80.72,49.07,200.02,56.08,3.423791935,1376.13,199.19,24.2826087,1376.13,199.19,55.85,1381.86,200.02,24.3826087,1381.86,200.02,56.08,0,0,PM,"LineString (56397 31873, 56405 31879)"
7016-7111,7016,7111,56523,31997,56405,31879,1,96,1710,0,1980,77.6,38.56,102.68,59.95,1536.57,1538.41,17,0,477.56,12.81,37.41,33.65,32.01,318.19,296.29,119.38,145.43,63.84,0.041547082,478.14,12.83,37.45,33.69,32.05,318.57,296.64,119.52,145.6,63.92,4.15493919,1327.3,145.43,27.75652174,1327.3,145.43,63.84,1328.89,145.6,27.79130435,1328.89,145.6,63.92,0,0,PM,"LineString (56523 31997, 56405 31879)"
1117-7500,1117,7500,56326,31817,56326,31819,4,64,25,0,6400,30.58,0.41,1.81,49.69,1957.17,1979.13,0,7.91,521.79,14.57,38.9,35.57,41.35,388.25,384.54,171.78,239.94,112.58,0.05752183,527.64,14.73,39.33,35.97,41.81,392.61,388.85,173.71,242.63,113.85,5.752527626,1596.75,239.94,48.94782609,1596.75,239.94,112.58,1614.65,242.63,49.5,1614.65,242.63,113.85,3.955,7.91,PM,"LineString (56326 31817, 56326 31819)"
1087-7501,1087,7501,56331,31823,56332,31824,4,64,30,0,6400,39.78,0.47,2.15,50.13,2546.04,2558.68,0,9.95,1051.58,12.62,98.19,13.44,33.67,717.95,113.46,107.22,282.14,105.83,0.041566511,1056.8,12.68,98.67,13.51,33.84,721.51,114.03,107.75,283.54,106.35,4.156440039,2148.13,282.14,46.01304348,2148.13,282.14,105.83,2158.79,283.54,46.23913043,2158.79,283.54,106.35,4.975,9.95,PM,"LineString (56331 31823, 56332 31824)"
1127-7502,1127,7502,56186,31965,56189,31955,2,32,100,0,1250,4.13,0,11.25,32,51.57,51.87,0,0,11.26,0.52,1.38,1.19,1.99,10.19,11.78,6.82,6.28,0.13,0.002520845,11.33,0.53,1.39,1.2,2.01,10.25,11.85,6.86,6.32,0.13,0.250626566,45.13,6.28,0.056521739,45.13,6.28,0.13,45.42,6.32,0.056521739,45.42,6.32,0.13,0,0,PM,"LineString (56186 31965, 56189 31955)"
2791-7503,2791,7503,56935,31959,57214,31938,1,80,3090,0,1730,22.95,9.62,148.67,74.82,397.01,397.53,18,3.99,158.55,0.12,16.78,1.34,3.1,148.22,13.78,12.34,32.39,6.4,0.016120501,158.76,0.12,16.8,1.34,3.11,148.41,13.79,12.36,32.43,6.41,1.612456921,354.23,32.39,2.782608696,354.23,32.39,6.4,354.69,32.43,2.786956522,354.69,32.43,6.41,1.995,3.99,PM,"LineString (56935 31959, 57214 31938)"
1322-7503,1322,7503,57315,31928,57214,31938,1,48,1030,0,977,29.7,7.54,84.79,43.73,290.18,290.32,35,2,51.64,0.52,5.99,12.53,4.58,52.1,115.86,15.94,19.75,9.27,0.031945689,51.66,0.52,5.99,12.54,4.58,52.12,115.92,15.95,19.76,9.28,3.196472858,259.16,19.75,4.030434783,259.16,19.75,9.27,259.28,19.76,4.034782609,259.28,19.76,9.28,1,2,PM,"LineString (57315 31928, 57214 31938)"
1325-7503,1325,7503,56922,31630,57214,31938,1,48,5200,0,450.43,0.35,8.11,398.11,47.02,1.57,1.59,35,0,0.82,0,0.07,0,0,0.62,0,0.01,0.04,0,0,0.83,0,0.07,0,0,0.63,0,0.01,0.04,0,0,1.52,0.04,0,1.52,0.04,0,1.54,0.04,0,1.54,0.04,0,0,0,PM,"LineString (56922 31630, 57214 31938)"
4007-7505,4007,7505,56331,32209,56341,32209,1,30,100,0,1250,7.13,0,12,30,89.14,89.24,0,0,47.39,0.05,3.68,0.16,0.75,28.7,1.82,2.79,3.79,0.01,0.000112183,47.44,0.05,3.68,0.16,0.75,28.74,1.82,2.79,3.79,0.01,0.011205737,85.34,3.79,0.004347826,85.34,3.79,0.01,85.43,3.79,0.004347826,85.43,3.79,0.01,0,0,PM,"LineString (56331 32209, 56341 32209)"
1003-7506,1003,7506,56415,32236,56418,32209,1,48,290,0,1777.23,10.04,1.32,23.07,45.25,178.47,178.68,0,0,73.48,0.79,9.44,0.97,2.43,60.8,12.14,8.86,9.19,0.37,0.002073178,73.56,0.79,9.45,0.97,2.43,60.87,12.16,8.87,9.2,0.37,0.207074099,168.91,9.19,0.160869565,168.91,9.19,0.37,169.1,9.2,0.160869565,169.1,9.2,0.37,0,0,PM,"LineString (56415 32236, 56418 32209)"
1004-7506,1004,7506,56416,32201,56418,32209,1,48,97,0,1646.36,19.38,1.36,8.63,40.46,319.03,319.35,0,0,118.96,1,12.92,3.82,5.17,104.33,29.95,14.56,23.94,4.38,0.013729116,119.07,1.01,12.94,3.82,5.18,104.43,29.97,14.57,23.97,4.39,1.374667293,290.71,23.94,1.904347826,290.71,23.94,4.38,290.99,23.97,1.908695652,290.99,23.97,4.39,0,0,PM,"LineString (56416 32201, 56418 32209)"
7507-7506,7507,7506,56409,32209,56418,32209,1,30,100,0.02,542.8,13.85,7.2,19.2,18.75,75.18,75.18,0,0,17.63,1.4,1.92,1.68,0.78,13.82,25.2,3.15,8.07,1.52,0.020218143,17.63,1.4,1.92,1.68,0.78,13.82,25.2,3.15,8.07,1.52,2.021814312,65.58,8.07,0.660869565,65.58,8.07,1.52,65.58,8.07,0.660869565,65.58,8.07,1.52,0,0,PM,"LineString (56409 32209, 56418 32209)"
7506-7507,7506,7507,56418,32209,56409,32209,1,30,100,0,1250,16.95,0,12,30,211.93,212.14,0,0,77.27,0.23,10.34,1.03,2,82.67,12.54,7.57,18.28,0,0,77.35,0.23,10.35,1.03,2,82.75,12.55,7.58,18.29,0,0,193.65,18.28,0,193.65,18.28,0,193.84,18.29,0,193.84,18.29,0,0,0,PM,"LineString (56418 32209, 56409 32209)"
1201-1348,1201,1348,56455,32269,56477,32320,m,48,563,m,977,44.04,6.39,48.62,41.69,430.28,430.28,35,6,108.79,0.27,14.89,0.52,1.25,186.9,8.98,7.42,78.52,16.75,0.03892814,108.79,0.27,14.89,0.52,1.25,186.9,8.98,7.42,78.52,16.75,3.892813982,329.02,78.52,7.282608696,329.02,78.52,16.75,329.02,78.52,7.282608696,329.02,78.52,16.75,3,6,PM,"LineString (56455 32269, 56477 32320)"
1202-1314,1202,1314,56679,32303,56724,32452,m,96,1556,m,1980,38.88,6.23,64.58,86.73,769.9,769.9,17,12,265.2,1.21,27.11,1.75,3.81,321.94,21.15,17.92,88.92,8.9,0.011559943,265.2,1.21,27.11,1.75,3.81,321.94,21.15,17.92,88.92,8.9,1.155994285,660.09,88.92,3.869565217,660.09,88.92,8.9,660.09,88.92,3.869565217,660.09,88.92,8.9,6,12,PM,"LineString (56679 32303, 56724 32452)"
1203-1352,1203,1352,56697,32302,56709,32308,m,80,132,m,1980,31.76,0.74,6.68,71.17,628.78,628.78,18,6,316.74,1.46,33.09,2.61,4.55,158.95,15.37,9.27,53.04,27.71,0.044069468,316.74,1.46,33.09,2.61,4.55,158.95,15.37,9.27,53.04,27.71,4.406946786,542.04,53.04,12.04782609,542.04,53.04,27.71,542.04,53.04,12.04782609,542.04,53.04,27.71,3,6,PM,"LineString (56697 32302, 56709 32308)"
1301-1310,1301,1310,56843,33737,56829,33594,m,80,1459,m,1980,5.09,0.44,66.09,79.47,100.74,100.74,18,14,29.47,1.28,1.36,2.09,1.76,12.27,18.94,6.55,11.05,1.98,0.019654556,29.47,1.28,1.36,2.09,1.76,12.27,18.94,6.55,11.05,1.98,1.965455628,73.72,11.05,0.860869565,73.72,11.05,1.98,73.72,11.05,0.860869565,73.72,11.05,1.98,7,14,PM,"LineString (56843 33737, 56829 33594)"
1302-1351,1302,1351,57701,33268,57502,32890,m,80,4408,m,1720,5.8,0.07,198.43,79.97,99.71,99.71,26,4,37.69,0.43,5.17,0.72,1.04,22.79,12.61,9.52,3.5,2.24,0.022465149,37.69,0.43,5.17,0.72,1.04,22.79,12.61,9.52,3.5,2.24,2.246514893,89.97,3.5,0.973913043,89.97,3.5,2.24,89.97,3.5,0.973913043,89.97,3.5,2.24,2,4,PM,"LineString (57701 33268, 57502 32890)"
1303-1318,1303,1318,58274,32827,57284,32568,m,80,10700,m,1980,20.23,29.05,510.55,75.45,400.59,400.59,18,2,141.77,5.55,7.01,5.36,5.74,73.59,47.68,20.1,63.53,28.28,0.070595871,141.77,5.55,7.01,5.36,5.74,73.59,47.68,20.1,63.53,28.28,7.059587109,306.8,63.53,12.29565217,306.8,63.53,28.28,306.8,63.53,12.29565217,306.8,63.53,28.28,1,2,PM,"LineString (58274 32827, 57284 32568)"
1303-2100,1303,2100,58274,32827,59119,33066,m,80,9200,m,1980,11.59,10.24,424.24,78.07,229.44,229.44,18,0,90.03,0.41,5.65,0.94,2.1,44.09,8.67,7.45,51.6,18.5,0.080631102,90.03,0.41,5.65,0.94,2.1,44.09,8.67,7.45,51.6,18.5,8.063110181,159.34,51.6,8.043478261,159.34,51.6,18.5,159.34,51.6,8.043478261,159.34,51.6,18.5,0,0,PM,"LineString (58274 32827, 59119 33066)"
1310-1301,1310,1301,56829,33594,56843,33737,m,80,1459,m,1980,9.33,1.15,66.8,78.63,184.64,184.64,18,12,76.05,0.14,7.24,0.44,1.01,66.1,3.89,3.65,12.65,1.46,0.007907279,76.05,0.14,7.24,0.44,1.01,66.1,3.89,3.65,12.65,1.46,0.790727903,158.52,12.65,0.634782609,158.52,12.65,1.46,158.52,12.65,0.634782609,158.52,12.65,1.46,6,12,PM,"LineString (56829 33594, 56843 33737)"
1310-1311,1310,1311,56829,33594,56841,33367,m,80,2401,m,1980,5.09,0.72,108.76,79.47,100.74,100.74,18,14,29.47,1.28,1.36,2.09,1.76,12.27,18.94,6.55,11.05,1.98,0.019654556,29.47,1.28,1.36,2.09,1.76,12.27,18.94,6.55,11.05,1.98,1.965455628,73.72,11.05,0.860869565,73.72,11.05,1.98,73.72,11.05,0.860869565,73.72,11.05,1.98,7,14,PM,"LineString (56829 33594, 56841 33367)"
1311-1310,1311,1310,56841,33367,56829,33594,m,80,2401,m,1980,9.33,1.89,109.93,78.63,184.64,184.64,18,12,76.05,0.14,7.24,0.44,1.01,66.1,3.89,3.65,12.65,1.46,0.007907279,76.05,0.14,7.24,0.44,1.01,66.1,3.89,3.65,12.65,1.46,0.790727903,158.52,12.65,0.634782609,158.52,12.65,1.46,158.52,12.65,0.634782609,158.52,12.65,1.46,6,12,PM,"LineString (56841 33367, 56829 33594)"
1311-1312,1311,1312,56841,33367,56862,33089,m,80,2814,m,1980,12.47,3.52,130.15,77.84,246.91,246.91,18,14,77.95,3.27,4.71,5.16,4.38,35.24,51.91,17.99,27.24,5.07,0.020533798,77.95,3.27,4.71,5.16,4.38,35.24,51.91,17.99,27.24,5.07,2.053379774,200.61,27.24,2.204347826,200.61,27.24,5.07,200.61,27.24,2.204347826,200.61,27.24,5.07,7,14,PM,"LineString (56841 33367, 56862 33089)"
1312-1311,1312,1311,56862,33089,56841,33367,m,80,2814,m,1980,23.12,9.46,136.09,74.44,457.82,457.82,18,12,193.11,0.44,19.84,1.15,2.59,170.51,12.66,11.03,30.96,3.52,0.007688611,193.11,0.44,19.84,1.15,2.59,170.51,12.66,11.03,30.96,3.52,0.768861124,411.33,30.96,1.530434783,411.33,30.96,3.52,411.33,30.96,1.530434783,411.33,30.96,3.52,6,12,PM,"LineString (56862 33089, 56841 33367)"
1312-1313,1312,1313,56862,33089,56758,32636,m,80,4957,m,1980,26.8,21.1,244.17,73.09,530.67,530.67,18,14,163.48,8.42,8.25,13.31,10.91,74.41,120.55,40.39,67.99,8.97,0.01690316,163.48,8.42,8.25,13.31,10.91,74.41,120.55,40.39,67.99,8.97,1.690316016,439.72,67.99,3.9,439.72,67.99,8.97,439.72,67.99,3.9,439.72,67.99,8.97,7,14,PM,"LineString (56862 33089, 56758 32636)"
1312-1315,1312,1315,56862,33089,57002,32778,m,64,3965,m,1720,3.26,0,223.03,64,56.07,56.07,31,0,23.24,0.31,1.86,0.5,0.59,9.51,9.79,3.98,4.09,2.22,0.039593365,23.24,0.31,1.86,0.5,0.59,9.51,9.79,3.98,4.09,2.22,3.959336544,49.78,4.09,0.965217391,49.78,4.09,2.22,49.78,4.09,0.965217391,49.78,4.09,2.22,0,0,PM,"LineString (56862 33089, 57002 32778)"
1313-1312,1313,1312,56758,32636,56862,33089,m,80,4957,m,1980,33.5,30.16,253.22,70.47,663.33,663.33,18,10,201.54,0.38,18.95,1.08,2.45,306.84,17.41,15.46,81.38,7.85,0.01183423,201.54,0.38,18.95,1.08,2.45,306.84,17.41,15.46,81.38,7.85,1.183423032,564.11,81.38,3.413043478,564.11,81.38,7.85,564.11,81.38,3.413043478,564.11,81.38,7.85,5,10,PM,"LineString (56758 32636, 56862 33089)"
1313-1314,1313,1314,56758,32636,56724,32452,m,80,1895,m,1980,26.8,8.07,93.34,73.09,530.67,530.67,18,14,163.48,8.42,8.25,13.31,10.91,74.41,120.55,40.39,67.99,8.97,0.01690316,163.48,8.42,8.25,13.31,10.91,74.41,120.55,40.39,67.99,8.97,1.690316016,439.72,67.99,3.9,439.72,67.99,8.97,439.72,67.99,3.9,439.72,67.99,8.97,7,14,PM,"LineString (56758 32636, 56724 32452)"
1313-1315,1313,1315,56758,32636,57002,32778,m,80,2922,m,1720,0.12,0,131.49,80,2,2,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,PM,"LineString (56758 32636, 57002 32778)"
